name;wind_east;wind_swest;wind_north;wind_middle
data;0.1068105;0.13437075;0.1176775;0.097873
data;0.151735;0.15705;0.1701625;0.143765
data;0.112365;0.11461925;0.1147815;0.09425
data;0.107533;0.14634;0.107533;0.084284
data;0.05475425;0.05628425;0.05322425;0.03497275
data;0.0209835;0.015672;0.01788525;0.012131
data;0.01178425;0.002469958;0.00990165;0.002469958
data;0.001330433;0.000868855;0.00098361;0.000868855
data;0.000737705;0;0.0002459;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0.000622952;0.000868855;0.000622952;0.000868855
data;0.007486428;0.008043653;0.008043653;0.008043653
data;0.012131;0.01295725;0.012131;0.012131
data;0.012131;0.03786275;0.02142625;0.0187705
data;0.012131;0.02452475;0.012131;0.012131
data;0.002469958;0.00469958;0.00377053;0.00377053
data;0.009344225;0.01481425;0.0121585;0.01127325
data;0.04859575;0.09663475;0.06658925;0.0744745
data;0.19788;0.43325;0.303055;0.3338425
data;0.235225;0.40752;0.3102075;0.3732775
data;0.1063275;0.19933;0.12965675;0.1876375
data;0.08459;0.15705;0.0966665;0.15705
data;0.11236425;0.2471225;0.1910375;0.1961375
data;0.08459;0.226725;0.15705;0.15705
data;0.13048;0.25902;0.15705;0.2097325
data;0.15705;0.204635;0.15705;0.15705
data;0.15705;0.1876375;0.174045;0.174045
data;0.2165325;0.3374325;0.297105;0.3195075
data;0.3239875;0.52033;0.44918;0.44918
data;0.53929;0.86571;0.7382925;0.70731
data;0.3324575;0.50067;0.4299525;0.4054075
data;0.1134975;0.16676825;0.1390235;0.12965675
data;0.0601095;0.08459;0.0616395;0.0616395
data;0.038689;0.07234975;0.0669945;0.038689
data;0.038689;0.038689;0.038689;0.0223115
data;0.038689;0.038689;0.038689;0.0355905
data;0.038689;0.038995;0.038689;0.02186875
data;0.06668875;0.0896775;0.07280875;0.07051375
data;0.0323555;0.04046475;0.03521325;0.02603825
data;0.012131;0.012131;0.012131;0.012131
data;0.012131;0.012131;0.012131;0.012131
data;0.012131;0.01443275;0.01257375;0.012131
data;0.0355905;0.03860025;0.037361;0.03027875
data;0.038689;0.040117;0.038689;0.038689
data;0.038689;0.079796;0.05092925;0.047104
data;0.03426225;0.035011;0.038689;0.02054075
data;0.038689;0.038689;0.038689;0.0355905
data;0.038689;0.038689;0.038689;0.038689
data;0.044809;0.05117075;0.04710425;0.044809
data;0.15400775;0.22044;0.185045;0.182631
data;0.2747;0.45182;0.3710375;0.3777575
data;0.2012375;0.3019875;0.2733525;0.24635
data;0.1316885;0.16974;0.14222;0.1370125
data;0.262185;0.4143675;0.34098;0.3412925
data;0.25902;0.37328;0.2845575;0.32847
data;0.33519;0.44918;0.3794;0.3912
data;0.19104;0.238935;0.212215;0.213055
data;0.10270425;0.13772825;0.13772825;0.1087425
data;0.081224;0.07540975;0.07234975;0.0616395
data;0.038995;0.038689;0.038689;0.0355905
data;0.038689;0.038689;0.038689;0.012131
data;0.038689;0.038689;0.038689;0.01655725
data;0.0654645;0.07234975;0.0601095;0.0593445
data;0.05628425;0.08459;0.044809;0.044809
data;0.05322425;0.08459;0.05322425;0.05322425
data;0.132368;0.180885;0.162236;0.162236
data;0.2515425;0.362075;0.3329525;0.34639
data;0.29393;0.3732775;0.3575925;0.3613975
data;0.12061;0.14819275;0.14528325;0.124915
data;0.2264875;0.3069925;0.2386225;0.2892925
data;0.25902;0.3892575;0.25902;0.3575925
data;0.2097325;0.2632;0.25902;0.25902
data;0.294865;0.3144275;0.30773;0.2989625
data;0.554755;0.786535;0.684785;0.6640425
data;0.76721;0.94;0.76721;0.76721
data;0.76721;0.94;0.76721;0.76721
data;0.6398375;0.8334475;0.76721;0.7431125
data;0.56066;0.76721;0.76721;0.56066
data;0.56066;0.6673775;0.5882;0.56066
data;0.56066;0.76721;0.7431125;0.56066
data;0.56066;0.7520625;0.7520625;0.56066
data;0.5044725;0.52023;0.52023;0.480385
data;0.2349775;0.2610275;0.2814225;0.213055
data;0.2769425;0.26126;0.259915;0.22163
data;0.42967;0.428525;0.4393225;0.3826775
data;0.6742625;0.81918;0.79207;0.6874725
data;0.850725;0.9838;0.9473;0.93136
data;0.94;0.99475;0.990735;0.9591625
data;0.7857475;0.927015;0.8891125;0.8381475
data;0.38781;0.394935;0.400145;0.35552
data;0.11433;0.07898225;0.08846;0.0674745
data;0.05628425;0.038689;0.038689;0.0355905
data;0.03249175;0.01788525;0.02054075;0.012131
data;0.03839375;0.012131;0.01965575;0.012131
data;0.013754;0.00469958;0.012131;0.00469958
data;0.01131355;0.00098361;0.009344225;0.00098361
data;0.001057933;0.00098361;0.00098361;0.00098361
data;0.00098361;0.000786888;0.00098361;0.000786888
data;0.000491803;0;0.000131148;0
data;0.000868855;0;0;0
data;0.00098361;0.000622952;0.000868855;0.000622952
data;0.00098361;0.00098361;0.00098361;0.00098361
data;0.00098361;0.00037705;0.000868855;0.00037705
data;0.000508198;0;0;0
data;0.00098361;0.000622952;0.000622952;0.000622952
data;0.00098361;0.000131148;0.000131148;0.000131148
data;0.00098361;0;0;0
data;0.00098361;0.000868855;0.000868855;0.000868855
data;0.00098361;0.00098361;0.00098361;0.00098361
data;0.00098361;0.000655737;0.000737707;0.000655737
data;0.00098361;0.00098361;0.00098361;0.00098361
data;0.007858;0.008043725;0.008043725;0.008043725
data;0.00098361;0.00098361;0.00098361;0.00098361
data;0.00098361;0.00098361;0.00098361;0.00098361
data;0.008043653;0.008043653;0.008043653;0.008043653
data;0.012131;0.01295725;0.012131;0.012131
data;0.012131;0.03786275;0.0320495;0.0223115
data;0.012131;0.038689;0.015672;0.012131
data;0.028951;0.038689;0.0355905;0.0355905
data;0.015672;0.038689;0.038689;0.038689
data;0.03027875;0.038689;0.03786275;0.03337725
data;0.012131;0.02452475;0.01295725;0.012131
data;0.012131;0.0355905;0.012131;0.012131
data;0.02186875;0.038689;0.03364275;0.031164
data;0.01131355;0.012885225;0.01196125;0.009344225
data;0.001057933;0.000953007;0.001330433;0.000953007
data;0.0002459;3.06E-05;0.0002459;3.06E-05
data;0;0;0;0
data;0;0;0;0
data;0.000131148;0.000131148;3.06E-05;0.000131148
data;0.00098361;0.001057932;0.001138805;0.001057932
data;0.0100874;0.0228218;0.0138754;0.0121398
data;0.0355905;0.05322425;0.03936525;0.04250375
data;0.07983725;0.1544955;0.1019585;0.1347015
data;0.1885325;0.410055;0.281545;0.353
data;0.11764025;0.23668;0.158389;0.2057275
data;0.03832775;0.06618875;0.044809;0.05253975
data;0.06852475;0.13048;0.10942625;0.1197335
data;0.1027035;0.2471225;0.15705;0.1825425
data;0.08459;0.170645;0.1087425;0.151735
data;0.07005475;0.10270425;0.08459;0.085073
data;0.09425;0.14079;0.1042535;0.1068205
data;0.2326075;0.4422375;0.31515;0.3775225
data;0.3892575;0.6260675;0.5077075;0.562035
data;0.5372475;0.8977625;0.7382925;0.74862
data;0.40013;0.624545;0.5466225;0.551475
data;0.471475;0.7431125;0.6811475;0.6536075
data;0.56066;0.76721;0.76721;0.7431125
data;0.518855;0.7520625;0.5882;0.56066
data;0.3880625;0.534165;0.47705;0.482625
data;0.262155;0.37776;0.2903825;0.3396725
data;0.3777575;0.53279;0.480385;0.502135
data;0.3892575;0.518855;0.518855;0.469235
data;0.23091;0.271225;0.2814225;0.235145
data;0.3172675;0.362075;0.3374325;0.34639
data;0.39344;0.54115;0.435245;0.42967
data;0.42131;0.5554575;0.5461675;0.53279
data;0.27115;0.31615;0.300305;0.26203
data;0.15705;0.15943;0.15943;0.1210615
data;0.15705;0.15705;0.15705;0.1568075
data;0.112365;0.112365;0.1087425;0.09425
data;0.1355775;0.14079;0.142375;0.1068205
data;0.359185;0.4422375;0.4378675;0.3914575
data;0.5601025;0.7431125;0.7018;0.60197
data;0.54115;0.663935;0.5882;0.56066
data;0.39344;0.56066;0.56066;0.471475
data;0.3880625;0.4126;0.4570925;0.3798475
data;0.262155;0.2423;0.27067;0.2047825
data;0.25902;0.25902;0.25902;0.2097325
data;0.267235;0.2485375;0.262155;0.18818
data;0.4876325;0.5581125;0.479475;0.4851925
data;0.325505;0.32992;0.300305;0.2706125
data;0.1658875;0.15943;0.15943;0.1210615
data;0.175745;0.18594;0.206335;0.165645
data;0.28142;0.25902;0.25902;0.25868
data;0.2515425;0.2114325;0.2318275;0.19104
data;0.15773;0.15705;0.15705;0.1087425
data;0.186835;0.18174;0.18609;0.16389
data;0.5121075;0.5688975;0.5318175;0.49
data;0.8639725;0.976405;0.896805;0.9051575
data;0.7712425;0.9504025;0.9112025;0.8346
data;0.8986675;0.9923975;0.9722;0.9625725
data;0.99763;1;0.9999125;0.9993875
data;1;1;1;1
data;1;1;1;1
data;1;1;1;1
data;1;1;1;1
data;1;1;1;1
data;1;1;1;1
data;0.993625;0.9989775;0.99841;0.991515
data;0.8251725;0.7563625;0.8345825;0.6760825
data;0.7018025;0.622625;0.76721;0.56066
data;0.76721;0.8564875;0.76721;0.723605
data;0.76721;0.6742625;0.76721;0.5732825
data;0.7018025;0.6122975;0.76721;0.56066
data;0.76721;0.76721;0.76721;0.60197
data;0.7018025;0.5882;0.6646225;0.5327875
data;0.76721;0.7144725;0.773435;0.598525
data;0.8939225;0.956185;0.9359675;0.865125
data;0.9054425;0.94;0.94;0.8334475
data;0.79889;0.8421475;0.8276875;0.70124
data;0.9792375;0.9923675;0.9912525;0.96695
data;0.99475;1;0.9999425;0.99475
data;0.9609875;0.9895;0.9841225;0.954075
data;0.8132875;0.8334475;0.8276875;0.6645225
data;0.7431125;0.717255;0.7391125;0.602275
data;0.3759225;0.2721225;0.3254675;0.2290175
data;0.8475725;0.8545425;0.8621575;0.7995175
data;0.994915;1;0.9998375;0.99475
data;0.9998375;1;1;0.99659
data;1;1;1;1
data;1;1;1;1
data;0.9999425;1;1;0.997725
data;0.9950725;0.9973775;0.996065;0.99475
data;0.99475;0.99475;0.99475;0.9883625
data;0.99475;0.9948375;0.99475;0.9473
data;0.9983375;0.9997375;0.9989525;0.99659
data;1;1;1;1
data;1;1;1;1
data;0.9791625;0.9909;0.986075;0.9646
data;0.8276875;0.8334475;0.8276875;0.6645225
data;0.76721;0.6398375;0.76721;0.56066
data;0.7018025;0.5654775;0.6329525;0.5244275
data;0.7810475;0.7780475;0.802145;0.64142
data;0.46528;0.289815;0.3587175;0.263675
data;0.262155;0.112365;0.15943;0.09425
data;0.2515425;0.08459;0.15705;0.08459
data;0.1504025;0.082754;0.1087425;0.07081975
data;0.07931525;0.03976;0.04939925;0.027623
data;0.131688;0.07234975;0.082295;0.0593445
data;0.15705;0.08459;0.122025;0.08459
data;0.13893425;0.08459;0.08459;0.07311475
data;0.08459;0.05414225;0.07311475;0.038689
data;0.147655;0.10013725;0.10029025;0.0717455
data;0.3155675;0.23692;0.23005;0.19834
data;0.404735;0.42524;0.4220025;0.3574825
data;0.1514275;0.1326715;0.14780425;0.1019005
data;0.10874275;0.08459;0.08459;0.0669945
data;0.0639345;0.044809;0.044809;0.03160675
data;0.03027875;0.013814275;0.0174395;0.010273275
data;0.004885355;0.0007541;0.001243708;0.0007541
data;0.009344225;0.00098361;0.003398905;0.00098361
data;0.01443275;0.007114803;0.01257375;0.007114803
data;0.0470155;0.0410275;0.04424625;0.02681975
data;0.13652025;0.13893425;0.13531275;0.130923
data;0.12806525;0.12806525;0.12444275;0.09594075
data;0.21313;0.22557;0.224225;0.19834
data;0.3575925;0.38672;0.3835825;0.3575925
data;0.2926225;0.3262275;0.33071;0.2926225
data;0.25902;0.240325;0.25902;0.1998775
data;0.25902;0.2769425;0.25902;0.25868
data;0.299345;0.362075;0.25902;0.299005
data;0.174045;0.1706875;0.16729;0.12965675
data;0.148595;0.08459;0.08459;0.08459
data;0.08459;0.08459;0.08459;0.083162
data;0.0631695;0.0616395;0.0616395;0.040117
data;0.038689;0.038689;0.038689;0.038689
data;0.044809;0.042667;0.042667;0.038689
data;0.1095;0.113652;0.111272;0.087455
data;0.3638775;0.467345;0.4010325;0.4191975
data;0.3172675;0.351925;0.3329525;0.3178575
data;0.175745;0.170645;0.16729;0.12199325
data;0.1621475;0.16736;0.108293;0.1068205
data;0.3364775;0.39262;0.3311225;0.3277
data;0.19763;0.19946;0.191935;0.145478
data;0.148595;0.148595;0.1425575;0.08459
data;0.083162;0.080612;0.07770475;0.07311475
data;0.026838;0.019836;0.02275425;0.01525675
data;0.012131;0.00098361;0.012131;0.00098361
data;0.012131;0.00098361;0.002469958;0.00098361
data;0.005256805;0.00098361;0.00098361;0.00098361
data;0.00098361;0.00037705;0.00062295;0.00037705
data;0.00098361;0.000868855;0.00098361;0.000868855
data;0.006557377;0.00098361;0.002469958;0.00098361
data;0.012131;0.005256878;0.01178425;0.005256878
data;0.00377053;0.00098361;0.001330433;0.00098361
data;0.00098361;0.000786888;0.000953007;0.000786888
data;0.0002459;0;3.06E-05;0
data;0;0;0;0
data;0;0;0;0
data;0.000622952;0;0.000131148;0
data;0.00098361;0.000868855;0.00098361;0.000868855
data;0.00098361;0.00098361;0.00098361;0.00098361
data;0.001330433;0.00098361;0.001330433;0.00098361
data;0.01178425;0.01525675;0.0128465;0.0110075
data;0.0355905;0.05398925;0.03806925;0.03674125
data;0.038689;0.038689;0.038689;0.038689
data;0.038689;0.038689;0.038689;0.038689
data;0.038689;0.038689;0.038689;0.038689
data;0.038689;0.05016425;0.038689;0.038689
data;0.04863425;0.08459;0.0639345;0.07311475
data;0.0890175;0.13218;0.10270425;0.10270425
data;0.2089275;0.324485;0.28011;0.2980325
data;0.3239875;0.5759375;0.415735;0.5160675
data;0.39344;0.76721;0.56066;0.56066
data;0.42131;0.81041;0.595085;0.691475
data;0.56066;0.92944;0.76721;0.7637675
data;0.3731675;0.596675;0.518525;0.5013125
data;0.20003;0.32672;0.2666675;0.29865
data;0.0690875;0.09521975;0.090464;0.08237275
data;0.038689;0.038689;0.038689;0.0223115
data;0.03116425;0.02319675;0.038689;0.012131
data;0.04557425;0.05398925;0.04939925;0.04247575
data;0.1433625;0.19231;0.17145325;0.17127775
data;0.4116925;0.6466;0.60085;0.5714525
data;0.42967;0.77009;0.622625;0.5882
data;0.6771425;0.94596;0.825415;0.825415
data;0.9541725;0.9993875;0.99438;0.99438
data;0.99475;1;1;1
data;0.994915;1;1;1
data;0.9998375;1;1;1
data;0.9989525;1;1;1
data;0.9066975;0.9931;0.97425;0.96801
data;0.76721;0.9086875;0.8132875;0.7798825
data;0.76721;0.9388475;0.8766475;0.76721
data;0.59541;0.6680825;0.6907525;0.5535825
data;0.21916;0.1995675;0.2118025;0.15871
data;0.1049585;0.08459;0.08459;0.08459
data;0.155475;0.1244425;0.13116;0.0966665
data;0.2515425;0.2318275;0.2515425;0.1910375
data;0.2515425;0.204635;0.25494;0.15705
data;0.171325;0.1621475;0.1682675;0.128406
data;0.3531125;0.3446925;0.3505325;0.324115
data;0.3105475;0.3262275;0.33071;0.2926225
data;0.25902;0.25902;0.25902;0.25902
data;0.292005;0.24871;0.25392;0.242025
data;0.1014655;0.08041025;0.09840525;0.0674745
data;0.1039135;0.0952385;0.097873;0.0652625
data;0.253225;0.2318275;0.2382825;0.213285
data;0.151098;0.12471075;0.12965675;0.1057165
data;0.06928975;0.0639345;0.0646995;0.04129
data;0.13048;0.131688;0.13772825;0.1224705
data;0.15705;0.151735;0.15536;0.1425575
data;0.090884;0.0651825;0.067598;0.05475425
data;0.038995;0.038689;0.038689;0.0223115
data;0.07005475;0.0608745;0.04863425;0.038689
data;0.08459;0.08459;0.08459;0.07923475
data;0.1425575;0.148595;0.1244425;0.13048
data;0.170645;0.1611275;0.1602225;0.15705
data;0.25902;0.25664;0.2558475;0.2471225
data;0.1961375;0.2114325;0.22673;0.1905575
data;0.097873;0.1039135;0.107535;0.07842725
data;0.05016425;0.05016425;0.05016425;0.03786275
data;0.038689;0.03381975;0.038689;0.01490475
data;0.07589275;0.07971475;0.07536725;0.05888525
data;0.17043;0.22387;0.200755;0.1959225
data;0.26852;0.3665575;0.301585;0.32555
data;0.123098;0.14336025;0.14166025;0.119118
data;0.20145;0.22163;0.22163;0.17043
data;0.1628275;0.180955;0.1995375;0.15943
data;0.317425;0.3551325;0.3144275;0.32155
data;0.65027;0.8025275;0.7059;0.6749175
data;0.760785;0.934625;0.76721;0.76721
data;0.556865;0.72095;0.7155725;0.60951
data;0.325845;0.3653025;0.3653025;0.33235
data;0.2386225;0.2471225;0.2471225;0.22673
data;0.11840525;0.112365;0.112365;0.097873
data;0.13286;0.12954;0.127615;0.1042535
data;0.3288725;0.37535;0.323055;0.330805
data;0.54115;0.677705;0.54115;0.5567575
data;0.518855;0.6398375;0.56066;0.56066
data;0.3777575;0.449325;0.4728675;0.3955725
data;0.206335;0.19933;0.212215;0.1876375
data;0.1497225;0.1497225;0.1806275;0.1449725
data;0.05177475;0.036321;0.037166;0.02931675
data;0.038689;0.01788525;0.01699975;0.01275075
data;0.06541375;0.06388375;0.044044;0.0429815
data;0.035641;0.029002;0.0280655;0.01850475
data;0.0646995;0.0593445;0.038689;0.03674125
data;0.081224;0.07234975;0.038689;0.038689
data;0.042973;0.040117;0.03976;0.0293935
data;0.142002;0.1501195;0.157684;0.129553
data;0.4312025;0.5170275;0.4801775;0.46246
data;0.5567575;0.7224575;0.56066;0.56066
data;0.40013;0.441935;0.415735;0.415735
data;0.4721625;0.6226225;0.5927875;0.5339675
data;0.76947;0.9625475;0.896805;0.8805625
data;0.7259;0.88853;0.8132875;0.7798825
data;0.76721;0.94;0.76721;0.76721
data;0.7293425;0.888165;0.7741225;0.76721
data;0.879525;0.9774125;0.9432675;0.9083225
data;0.94;0.996065;0.99475;0.974675
data;0.967375;1;0.9973775;0.9964125
data;0.9993875;1;1;1
data;1;1;1;1
data;1;1;1;1
data;0.9791625;0.99772;0.98625;0.9796875
data;0.8276875;0.87275;0.8276875;0.7747925
data;0.76721;0.7798825;0.76721;0.598525
data;0.8939225;0.948885;0.9198425;0.85975
data;0.8968025;0.940365;0.94;0.78526
data;0.94;0.990735;0.9774125;0.948885
data;0.94;0.99475;0.9682875;0.94
data;0.9417025;0.99475;0.99475;0.9417025
data;0.9930475;0.99869;0.9973775;0.9930475
data;0.995625;1;1;0.995975
data;1;1;1;1
data;1;1;1;1
data;1;1;1;0.9979025
data;0.996065;1;0.99869;0.99475
data;0.9883625;0.9958875;0.99475;0.9609875
data;0.9473;0.99475;0.9774125;0.94
data;0.99475;0.998075;0.9965875;0.9838
data;0.9950725;0.998425;0.995975;0.99475
data;0.9999425;1;1;0.9993875
data;1;1;1;1
data;0.9982525;1;1;0.99615
data;1;1;1;1
data;1;1;1;0.99979
data;0.995975;0.99764;0.997025;0.988485
data;0.990735;0.9941425;0.99475;0.94
data;0.8942875;0.9087875;0.9127425;0.7837625
data;0.732785;0.5809825;0.65705;0.488425
data;0.56066;0.350875;0.499345;0.3105475
data;0.5567575;0.3710375;0.52443;0.303825
data;0.40013;0.24372;0.303825;0.2165325
data;0.53679;0.351925;0.4852025;0.322295
data;0.7658325;0.68954;0.7589475;0.57295
data;0.6260675;0.47908;0.6088525;0.451965
data;0.56066;0.39344;0.5483975;0.39344
data;0.4636725;0.3598325;0.394555;0.2968025
data;0.5809875;0.43872;0.5256075;0.419915
data;0.84186;0.858745;0.8673175;0.7317275
data;0.94;0.974675;0.9409125;0.94
data;0.9839225;0.9963275;0.992975;0.967375
data;0.99979;1;1;0.9986
data;0.996025;0.99869;0.99825;0.986325
data;0.8707425;0.85923;0.875305;0.74156
data;0.5882;0.4498675;0.54082;0.42967
data;0.56066;0.39344;0.5483975;0.39344
data;0.4449975;0.3245275;0.3609475;0.283785
data;0.212215;0.12471075;0.16322075;0.1076545
data;0.122025;0.07540975;0.08459;0.040882
data;0.1808425;0.11840525;0.16076;0.09920325
data;0.3441525;0.265045;0.2769425;0.2318275
data;0.42967;0.4018025;0.4018025;0.3441525
data;0.6742625;0.680705;0.6680325;0.579015
data;0.8939225;0.956185;0.8939225;0.865125
data;0.94;0.94;0.94;0.8334475
data;0.94;0.9417025;0.94;0.81041
data;0.9546;0.9938375;0.9582675;0.952775
data;0.9989525;1;0.999545;0.9988625
data;1;1;1;1
data;0.9986875;1;1;0.9995625
data;1;1;1;1
data;1;1;1;1
data;1;1;1;1
data;1;1;1;1
data;1;1;1;1
data;1;1;1;1
data;1;1;1;1
data;1;1;1;1
data;1;1;1;1
data;1;1;1;1
data;1;1;1;1
data;1;1;1;1
data;1;1;1;1
data;1;1;1;1
data;1;1;1;1
data;1;1;1;1
data;1;1;1;0.9979025
data;1;1;1;0.99475
data;0.9951675;0.979515;0.98803;0.94335
data;0.6594975;0.421465;0.543345;0.36253
data;0.3892575;0.204635;0.3102075;0.1565675
data;0.212215;0.1039135;0.12965675;0.0899025
data;0.2471225;0.08459;0.122025;0.08459
data;0.170645;0.082754;0.08459;0.07081975
data;0.09425;0.03976;0.05398925;0.02319675
data;0.08459;0.038689;0.038689;0.012131
data;0.05628425;0.038689;0.038689;0.012131
data;0.05398925;0.0245245;0.038995;0.01611475
data;0.1413505;0.10942625;0.112622;0.07081975
data;0.2553375;0.16736;0.18424;0.1068205
data;0.5288325;0.4631225;0.46976;0.3970325
data;0.853415;0.907855;0.84716;0.7805525
data;0.7054375;0.6435125;0.66049;0.5659025
data;0.7190125;0.6501625;0.69836;0.5578725
data;0.443605;0.383225;0.44082;0.33235
data;0.39344;0.39344;0.39344;0.32847
data;0.39344;0.34415;0.39344;0.2632
data;0.4208625;0.3798475;0.4626675;0.362375
data;0.216955;0.1617835;0.2129275;0.1350455
data;0.0570895;0.032929;0.04939925;0.0211365
data;0.07540975;0.038689;0.038689;0.03337725
data;0.0662295;0.038689;0.038689;0.038689
data;0.083162;0.038689;0.038689;0.038689
data;0.040117;0.0320495;0.03786275;0.0187705
data;0.0320495;0.012131;0.01295725;0.012131
data;0.038689;0.02541;0.0320495;0.012131
data;0.038689;0.038689;0.038689;0.015672
data;0.07459375;0.046339;0.046339;0.038689
data;0.0329855;0.02054075;0.021426;0.015672
data;0.038689;0.02673775;0.0320495;0.012131
data;0.038689;0.038689;0.038689;0.012131
data;0.03839375;0.015672;0.0320495;0.012131
data;0.013754;0.006557377;0.012131;0.006557377
data;0.01168525;0.00098361;0.010273275;0.00098361
data;0.001213105;0.00037705;0.000540985;0.00037705
data;3.06E-05;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0.000540985;0;0.000540985
data;0.0007541;0.00098361;0.0007541;0.00098361
data;0;0.000131148;0;0.000131148
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0;0;0;0
data;0.000868855;0.000868855;0.000868855;0.000868855
data;0.00098361;0.00098361;0.00098361;0.00098361
data;0.00098361;0.00098361;0.00098361;0.00098361
data;0.000262295;0.00098361;0.00098361;0.00098361
data;0.00098361;0.00098361;0.00098361;0.00098361
data;0.00098361;0.007114803;0.00098361;0.007114803
data;0.00414208;0.01257375;0.0108305;0.012131
data;0.012131;0.037361;0.02812475;0.02812475
data;0.012131;0.0320495;0.01295725;0.01295725
data;0.012131;0.03851175;0.027623;0.02718025
data;0.005628377;0.009248053;0.007114803;0.007300553
data;0.00098361;0.008043725;0.008043725;0.008043725
data;0.00098361;0.00098361;0.00098361;0.00098361
data;0.00098361;0.00098361;0.00098361;0.00098361
data;0.00414208;0.008043653;0.008043653;0.008043653
data;0.012131;0.03337725;0.02496725;0.02452475
data;0.012131;0.038689;0.0320495;0.03160675
data;0.012131;0.015672;0.012131;0.012131
data;0.012131;0.01877025;0.012131;0.012131
data;0.002469958;0.003956355;0.003398905;0.003956355
data;0.00098361;0.004142078;0.004327777;0.004142078
data;0.00098361;0.00098361;0.00098361;0.00098361
data;0.00098361;0.00098361;0.00098361;0.00098361
data;0.00098361;0.00098361;0.00098361;0.00098361
data;0.00098361;0.00098361;0.00098361;0.00098361
data;0.006371653;0.00990165;0.0108305;0.00990165
data;0.012131;0.012131;0.012131;0.012131
data;0.012131;0.012131;0.012131;0.012131
data;0.00377053;0.008043725;0.0076721;0.008043725
data;0.008043653;0.012131;0.012131;0.012131
data;0.012131;0.012131;0.012131;0.012131
data;0.002469958;0.003956305;0.006743153;0.003956305
data;0.008043725;0.01131355;0.01178425;0.01131355
data;0.00098361;0.001057933;0.001330433;0.001057933
data;0.001429508;0.002110758;0.001801107;0.002110758
data;0.011871;0.0293815;0.023565;0.023627
data;0.02054075;0.038689;0.03806925;0.03600375
data;0.005814178;0.010841552;0.008362803;0.007330053
data;0.00098361;0.00098361;0.00098361;0.00098361
data;0.006557377;0.007114803;0.007114803;0.007114803
data;0.012131;0.012131;0.012131;0.012131
data;0.005256878;0.012131;0.012131;0.012131
data;0.012131;0.02541;0.01443275;0.01295725
data;0.0355905;0.038689;0.03860025;0.03786275
data;0.038689;0.0547945;0.04557425;0.04710425
data;0.07693975;0.200095;0.13531275;0.152755
data;0.07693975;0.13421775;0.10560275;0.103189
data;0.10874275;0.22333;0.1735625;0.1864425
data;0.08459;0.204635;0.15705;0.15705
data;0.09425;0.172345;0.1602225;0.16328
data;0.24635;0.39213;0.323055;0.355445
data;0.39344;0.7121275;0.54115;0.58801
data;0.39344;0.5882;0.47705;0.48541
data;0.3575925;0.5483975;0.39344;0.39344
data;0.235225;0.36319;0.33037;0.3482925
