index;Hydro_power
218;0,8
219;0,8
220;0,8
221;0,8
222;0,8
223;0,8
224;0,8
225;0,8
226;0,8
227;0,8
228;0,8
229;0,8
230;0,8
231;0,8
232;0,8
233;0,8
234;0,8
235;0,8
236;0,8
237;0,8
238;0,8
239;0,8
240;0,8
241;0,8
242;0,8
243;0,8
244;0,8
245;0,8
246;0,8
247;0,8
248;0,8
249;0,8
250;0,8
251;0,8
252;0,8
253;0,8
254;0,8
255;0,8
256;0,8
257;0,8
258;0,8
259;0,8
260;0,8
261;0,8
262;0,8
263;0,8
264;0,8
265;0,8
266;0,8
267;0,8
268;0,8
269;0,8
270;0,8
271;0,8
272;0,8
273;0,8
274;0,8
275;0,8
276;0,8
277;0,8
278;0,8
279;0,8
280;0,8
281;0,8
282;0,8
283;0,8
284;0,8
285;0,8
286;0,8
287;0,8
288;0,8
289;0,8
290;0,8
291;0,8
292;0,8
293;0,8
294;0,8
295;0,8
296;0,8
297;0,8
298;0,8
299;0,8
300;0,8
301;0,8
302;0,8
303;0,8
304;0,8
305;0,8
306;0,8
307;0,8
308;0,8
309;0,8
310;0,8
311;0,8
312;0,8
313;0,8
314;0,8
315;0,8
316;0,8
317;0,8
318;0,8
319;0,8
320;0,8
321;0,8
322;0,8
323;0,8
324;0,8
325;0,8
326;0,8
327;0,8
328;0,8
329;0,8
330;0,8
331;0,8
332;0,8
333;0,8
334;0,8
335;0,8
336;0,8
337;0,8
338;0,8
339;0,8
340;0,8
341;0,8
342;0,8
343;0,8
344;0,8
345;0,8
346;0,8
347;0,8
348;0,8
349;0,8
350;0,8
351;0,8
352;0,8
353;0,8
354;0,8
355;0,8
356;0,8
357;0,8
358;0,8
359;0,8
360;0,8
361;0,8
362;0,8
363;0,8
364;0,8
365;0,8
366;0,8
367;0,8
368;0,8
369;0,8
370;0,8
371;0,8
372;0,8
373;0,8
374;0,8
375;0,8
376;0,8
377;0,8
378;0,8
379;0,8
380;0,8
381;0,8
382;0,8
383;0,8
384;0,8
385;0,8
386;0,8
387;0,8
388;0,8
389;0,8
390;0,8
391;0,8
392;0,8
393;0,8
394;0,8
395;0,8
396;0,8
397;0,8
398;0,8
399;0,8
400;0,8
401;0,8
402;0,8
403;0,8
404;0,8
405;0,8
406;0,8
407;0,8
408;0,8
409;0,8
410;0,8
411;0,8
412;0,8
413;0,8
414;0,8
415;0,8
416;0,8
417;0,8
418;0,8
419;0,8
420;0,8
421;0,8
422;0,8
423;0,8
424;0,8
425;0,8
426;0,8
427;0,8
428;0,8
429;0,8
430;0,8
431;0,8
432;0,8
433;0,8
434;0,8
435;0,8
436;0,8
437;0,8
438;0,8
439;0,8
440;0,8
441;0,8
442;0,8
443;0,8
444;0,8
445;0,8
446;0,8
447;0,8
448;0,8
449;0,8
450;0,8
451;0,8
452;0,8
453;0,8
454;0,8
455;0,8
456;0,8
457;0,8
458;0,8
459;0,8
460;0,8
461;0,8
462;0,8
463;0,8
464;0,8
465;0,8
466;0,8
467;0,8
468;0,8
469;0,8
470;0,8
471;0,8
472;0,8
473;0,8
474;0,8
475;0,8
476;0,8
477;0,8
478;0,8
479;0,8
480;0,8
481;0,8
482;0,8
483;0,8
484;0,8
485;0,8
486;0,8
487;0,8
488;0,8
489;0,8
490;0,8
491;0,8
492;0,8
493;0,8
494;0,8
495;0,8
496;0,8
497;0,8
498;0,8
499;0,8
500;0,8
501;0,8
502;0,8
503;0,8
504;0,8
505;0,8
506;0,8
507;0,8
508;0,8
509;0,8
510;0,8
511;0,8
512;0,8
513;0,8
514;0,8
515;0,8
516;0,8
517;0,8
518;0,8
519;0,8
520;0,8
521;0,8
522;0,8
523;0,8
524;0,8
525;0,8
526;0,8
527;0,8
528;0,8
529;0,8
530;0,8
531;0,8
532;0,8
533;0,8
534;0,8
535;0,8
536;0,8
537;0,8
538;0,8
539;0,8
540;0,8
541;0,8
542;0,8
543;0,8
544;0,8
545;0,8
546;0,8
547;0,8
548;0,8
549;0,8
550;0,8
551;0,8
552;0,8
553;0,8
554;0,8
555;0,8
556;0,8
557;0,8
558;0,8
559;0,8
560;0,8
561;0,8
562;0,8
563;0,8
564;0,8
565;0,8
566;0,8
567;0,8
568;0,8
569;0,8
570;0,8
571;0,8
572;0,8
573;0,8
574;0,8
575;0,8
576;0,8
577;0,8
578;0,8
579;0,8
580;0,8
581;0,8
582;0,8
583;0,8
584;0,8
585;0,8
586;0,8
587;0,8
588;0,8
589;0,8
590;0,8
591;0,8
592;0,8
593;0,8
594;0,8
595;0,8
596;0,8
597;0,8
598;0,8
599;0,8
600;0,8
601;0,8
602;0,8
603;0,8
604;0,8
605;0,8
606;0,8
607;0,8
608;0,8
609;0,8
610;0,8
611;0,8
612;0,8
613;0,8
614;0,8
615;0,8
616;0,8
617;0,8
618;0,8
619;0,8
620;0,8
621;0,8
622;0,8
623;0,8
624;0,8
625;0,8
626;0,8
627;0,8
628;0,8
629;0,8
630;0,8
631;0,8
632;0,8
633;0,8
634;0,8
635;0,8
636;0,8
637;0,8
638;0,8
639;0,8
640;0,8
641;0,8
642;0,8
643;0,8
644;0,8
645;0,8
646;0,8
647;0,8
648;0,8
649;0,8
650;0,8
651;0,8
652;0,8
653;0,8
654;0,8
655;0,8
656;0,8
657;0,8
658;0,8
659;0,8
660;0,8
661;0,8
662;0,8
663;0,8
664;0,8
665;0,8
666;0,8
667;0,8
668;0,8
669;0,8
670;0,8
671;0,8
672;0,8
673;0,8
674;0,8
675;0,8
676;0,8
677;0,8
678;0,8
679;0,8
680;0,8
681;0,8
682;0,8
683;0,8
684;0,8
685;0,8
686;0,8
687;0,8
688;0,8
689;0,8
690;0,8
691;0,8
692;0,8
693;0,8
694;0,8
695;0,8
696;0,8
697;0,8
698;0,8
699;0,8
700;0,8
701;0,8
702;0,8
703;0,8
704;0,8
705;0,8
706;0,8
707;0,8
708;0,8
709;0,8
710;0,8
711;0,8
712;0,8
713;0,8
714;0,8
715;0,8
716;0,8
717;0,8
718;0,8
719;0,8
720;0,8
721;0,8
722;0,8
723;0,8
724;0,8
725;0,8
726;0,8
727;0,8
728;0,8
729;0,8
730;0,8
731;0,8
732;0,8
733;0,8
734;0,8
735;0,8
736;0,8
737;0,8
738;0,8
739;0,8
740;0,8
741;0,8
742;0,8
743;0,8
744;0,94
745;0,94
746;0,94
747;0,94
748;0,94
749;0,94
750;0,94
751;0,94
752;0,94
753;0,94
754;0,94
755;0,94
756;0,94
757;0,94
758;0,94
759;0,94
760;0,94
761;0,94
762;0,94
763;0,94
764;0,94
765;0,94
766;0,94
767;0,94
768;0,94
769;0,94
770;0,94
771;0,94
772;0,94
773;0,94
774;0,94
775;0,94
776;0,94
777;0,94
778;0,94
779;0,94
780;0,94
781;0,94
782;0,94
783;0,94
784;0,94
785;0,94
786;0,94
787;0,94
788;0,94
789;0,94
790;0,94
791;0,94
792;0,94
793;0,94
794;0,94
795;0,94
796;0,94
797;0,94
798;0,94
799;0,94
800;0,94
801;0,94
802;0,94
803;0,94
804;0,94
805;0,94
806;0,94
807;0,94
808;0,94
809;0,94
810;0,94
811;0,94
812;0,94
813;0,94
814;0,94
815;0,94
816;0,94
817;0,94
818;0,94
819;0,94
820;0,94
821;0,94
822;0,94
823;0,94
824;0,94
825;0,94
826;0,94
827;0,94
828;0,94
829;0,94
830;0,94
831;0,94
832;0,94
833;0,94
834;0,94
835;0,94
836;0,94
837;0,94
838;0,94
839;0,94
840;0,94
841;0,94
842;0,94
843;0,94
844;0,94
845;0,94
846;0,94
847;0,94
848;0,94
849;0,94
850;0,94
851;0,94
852;0,94
853;0,94
854;0,94
855;0,94
856;0,94
857;0,94
858;0,94
859;0,94
860;0,94
861;0,94
862;0,94
863;0,94
864;0,94
865;0,94
866;0,94
867;0,94
868;0,94
869;0,94
870;0,94
871;0,94
872;0,94
873;0,94
874;0,94
875;0,94
876;0,94
877;0,94
878;0,94
879;0,94
880;0,94
881;0,94
882;0,94
883;0,94
884;0,94
885;0,94
886;0,94
887;0,94
888;0,94
889;0,94
890;0,94
891;0,94
892;0,94
893;0,94
894;0,94
895;0,94
896;0,94
897;0,94
898;0,94
899;0,94
900;0,94
901;0,94
902;0,94
903;0,94
904;0,94
905;0,94
906;0,94
907;0,94
908;0,94
909;0,94
910;0,94
911;0,94
912;0,94
913;0,94
914;0,94
915;0,94
916;0,94
917;0,94
918;0,94
919;0,94
920;0,94
921;0,94
922;0,94
923;0,94
924;0,94
925;0,94
926;0,94
927;0,94
928;0,94
929;0,94
930;0,94
931;0,94
932;0,94
933;0,94
934;0,94
935;0,94
936;0,94
937;0,94
938;0,94
939;0,94
940;0,94
941;0,94
942;0,94
943;0,94
944;0,94
945;0,94
946;0,94
947;0,94
948;0,94
949;0,94
950;0,94
951;0,94
952;0,94
953;0,94
954;0,94
955;0,94
956;0,94
957;0,94
958;0,94
959;0,94
960;0,94
961;0,94
962;0,94
963;0,94
964;0,94
965;0,94
966;0,94
967;0,94
968;0,94
969;0,94
970;0,94
971;0,94
972;0,94
973;0,94
974;0,94
975;0,94
976;0,94
977;0,94
978;0,94
979;0,94
980;0,94
981;0,94
982;0,94
983;0,94
984;0,94
985;0,94
986;0,94
987;0,94
988;0,94
989;0,94
990;0,94
991;0,94
992;0,94
993;0,94
994;0,94
995;0,94
996;0,94
997;0,94
998;0,94
999;0,94
1000;0,94
1001;0,94
1002;0,94
1003;0,94
1004;0,94
1005;0,94
1006;0,94
1007;0,94
1008;0,94
1009;0,94
1010;0,94
1011;0,94
1012;0,94
1013;0,94
1014;0,94
1015;0,94
1016;0,94
1017;0,94
1018;0,94
1019;0,94
1020;0,94
1021;0,94
1022;0,94
1023;0,94
1024;0,94
1025;0,94
1026;0,94
1027;0,94
1028;0,94
1029;0,94
1030;0,94
1031;0,94
1032;0,94
1033;0,94
1034;0,94
1035;0,94
1036;0,94
1037;0,94
1038;0,94
1039;0,94
1040;0,94
1041;0,94
1042;0,94
1043;0,94
1044;0,94
1045;0,94
1046;0,94
1047;0,94
1048;0,94
1049;0,94
1050;0,94
1051;0,94
1052;0,94
1053;0,94
1054;0,94
1055;0,94
1056;0,94
1057;0,94
1058;0,94
1059;0,94
1060;0,94
1061;0,94
1062;0,94
1063;0,94
1064;0,94
1065;0,94
1066;0,94
1067;0,94
1068;0,94
1069;0,94
1070;0,94
1071;0,94
1072;0,94
1073;0,94
1074;0,94
1075;0,94
1076;0,94
1077;0,94
1078;0,94
1079;0,94
1080;0,94
1081;0,94
1082;0,94
1083;0,94
1084;0,94
1085;0,94
1086;0,94
1087;0,94
1088;0,94
1089;0,94
1090;0,94
1091;0,94
1092;0,94
1093;0,94
1094;0,94
1095;0,94
1096;0,94
1097;0,94
1098;0,94
1099;0,94
1100;0,94
1101;0,94
1102;0,94
1103;0,94
1104;0,94
1105;0,94
1106;0,94
1107;0,94
1108;0,94
1109;0,94
1110;0,94
1111;0,94
1112;0,94
1113;0,94
1114;0,94
1115;0,94
1116;0,94
1117;0,94
1118;0,94
1119;0,94
1120;0,94
1121;0,94
1122;0,94
1123;0,94
1124;0,94
1125;0,94
1126;0,94
1127;0,94
1128;0,94
1129;0,94
1130;0,94
1131;0,94
1132;0,94
1133;0,94
1134;0,94
1135;0,94
1136;0,94
1137;0,94
1138;0,94
1139;0,94
1140;0,94
1141;0,94
1142;0,94
1143;0,94
1144;0,94
1145;0,94
1146;0,94
1147;0,94
1148;0,94
1149;0,94
1150;0,94
1151;0,94
1152;0,94
1153;0,94
1154;0,94
1155;0,94
1156;0,94
1157;0,94
1158;0,94
1159;0,94
1160;0,94
1161;0,94
1162;0,94
1163;0,94
1164;0,94
1165;0,94
1166;0,94
1167;0,94
1168;0,94
1169;0,94
1170;0,94
1171;0,94
1172;0,94
1173;0,94
1174;0,94
1175;0,94
1176;0,94
1177;0,94
1178;0,94
1179;0,94
1180;0,94
1181;0,94
1182;0,94
1183;0,94
1184;0,94
1185;0,94
1186;0,94
1187;0,94
1188;0,94
1189;0,94
1190;0,94
1191;0,94
1192;0,94
1193;0,94
1194;0,94
1195;0,94
1196;0,94
1197;0,94
1198;0,94
1199;0,94
1200;0,94
1201;0,94
1202;0,94
1203;0,94
1204;0,94
1205;0,94
1206;0,94
1207;0,94
1208;0,94
1209;0,94
1210;0,94
1211;0,94
1212;0,94
1213;0,94
1214;0,94
1215;0,94
1216;0,94
1217;0,94
1218;0,94
1219;0,94
1220;0,94
1221;0,94
1222;0,94
1223;0,94
1224;0,94
1225;0,94
1226;0,94
1227;0,94
1228;0,94
1229;0,94
1230;0,94
1231;0,94
1232;0,94
1233;0,94
1234;0,94
1235;0,94
1236;0,94
1237;0,94
1238;0,94
1239;0,94
1240;0,94
1241;0,94
1242;0,94
1243;0,94
1244;0,94
1245;0,94
1246;0,94
1247;0,94
1248;0,94
1249;0,94
1250;0,94
1251;0,94
1252;0,94
1253;0,94
1254;0,94
1255;0,94
1256;0,94
1257;0,94
1258;0,94
1259;0,94
1260;0,94
1261;0,94
1262;0,94
1263;0,94
1264;0,94
1265;0,94
1266;0,94
1267;0,94
1268;0,94
1269;0,94
1270;0,94
1271;0,94
1272;0,94
1273;0,94
1274;0,94
1275;0,94
1276;0,94
1277;0,94
1278;0,94
1279;0,94
1280;0,94
1281;0,94
1282;0,94
1283;0,94
1284;0,94
1285;0,94
1286;0,94
1287;0,94
1288;0,94
1289;0,94
1290;0,94
1291;0,94
1292;0,94
1293;0,94
1294;0,94
1295;0,94
1296;0,94
1297;0,94
1298;0,94
1299;0,94
1300;0,94
1301;0,94
1302;0,94
1303;0,94
1304;0,94
1305;0,94
1306;0,94
1307;0,94
1308;0,94
1309;0,94
1310;0,94
1311;0,94
1312;0,94
1313;0,94
1314;0,94
1315;0,94
1316;0,94
1317;0,94
1318;0,94
1319;0,94
1320;0,94
1321;0,94
1322;0,94
1323;0,94
1324;0,94
1325;0,94
1326;0,94
1327;0,94
1328;0,94
1329;0,94
1330;0,94
1331;0,94
1332;0,94
1333;0,94
1334;0,94
1335;0,94
1336;0,94
1337;0,94
1338;0,94
1339;0,94
1340;0,94
1341;0,94
1342;0,94
1343;0,94
1344;0,94
1345;0,94
1346;0,94
1347;0,94
1348;0,94
1349;0,94
1350;0,94
1351;0,94
1352;0,94
1353;0,94
1354;0,94
1355;0,94
1356;0,94
1357;0,94
1358;0,94
1359;0,94
1360;0,94
1361;0,94
1362;0,94
1363;0,94
1364;0,94
1365;0,94
1366;0,94
1367;0,94
1368;0,94
1369;0,94
1370;0,94
1371;0,94
1372;0,94
1373;0,94
1374;0,94
1375;0,94
1376;0,94
1377;0,94
1378;0,94
1379;0,94
1380;0,94
1381;0,94
1382;0,94
1383;0,94
1384;0,94
1385;0,94
1386;0,94
1387;0,94
1388;0,94
1389;0,94
1390;0,94
1391;0,94
1392;0,94
1393;0,94
1394;0,94
1395;0,94
1396;0,94
1397;0,94
1398;0,94
1399;0,94
1400;0,94
1401;0,94
1402;0,94
1403;0,94
1404;0,94
1405;0,94
1406;0,94
1407;0,94
1408;0,94
1409;0,94
1410;0,94
1411;0,94
1412;0,94
1413;0,94
1414;0,94
1415;0,94
1416;0,92
1417;0,92
1418;0,92
1419;0,92
1420;0,92
1421;0,92
1422;0,92
1423;0,92
1424;0,92
1425;0,92
1426;0,92
1427;0,92
1428;0,92
1429;0,92
1430;0,92
1431;0,92
1432;0,92
1433;0,92
1434;0,92
1435;0,92
1436;0,92
1437;0,92
1438;0,92
1439;0,92
1440;0,92
1441;0,92
1442;0,92
1443;0,92
1444;0,92
1445;0,92
1446;0,92
1447;0,92
1448;0,92
1449;0,92
1450;0,92
1451;0,92
1452;0,92
1453;0,92
1454;0,92
1455;0,92
1456;0,92
1457;0,92
1458;0,92
1459;0,92
1460;0,92
1461;0,92
1462;0,92
1463;0,92
1464;0,92
1465;0,92
1466;0,92
1467;0,92
1468;0,92
1469;0,92
1470;0,92
1471;0,92
1472;0,92
1473;0,92
1474;0,92
1475;0,92
1476;0,92
1477;0,92
1478;0,92
1479;0,92
1480;0,92
1481;0,92
1482;0,92
1483;0,92
1484;0,92
1485;0,92
1486;0,92
1487;0,92
1488;0,92
1489;0,92
1490;0,92
1491;0,92
1492;0,92
1493;0,92
1494;0,92
1495;0,92
1496;0,92
1497;0,92
1498;0,92
1499;0,92
1500;0,92
1501;0,92
1502;0,92
1503;0,92
1504;0,92
1505;0,92
1506;0,92
1507;0,92
1508;0,92
1509;0,92
1510;0,92
1511;0,92
1512;0,92
1513;0,92
1514;0,92
1515;0,92
1516;0,92
1517;0,92
1518;0,92
1519;0,92
1520;0,92
1521;0,92
1522;0,92
1523;0,92
1524;0,92
1525;0,92
1526;0,92
1527;0,92
1528;0,92
1529;0,92
1530;0,92
1531;0,92
1532;0,92
1533;0,92
1534;0,92
1535;0,92
1536;0,92
1537;0,92
1538;0,92
1539;0,92
1540;0,92
1541;0,92
1542;0,92
1543;0,92
1544;0,92
1545;0,92
1546;0,92
1547;0,92
1548;0,92
1549;0,92
1550;0,92
1551;0,92
1552;0,92
1553;0,92
1554;0,92
1555;0,92
1556;0,92
1557;0,92
1558;0,92
1559;0,92
1560;0,92
1561;0,92
1562;0,92
1563;0,92
1564;0,92
1565;0,92
1566;0,92
1567;0,92
1568;0,92
1569;0,92
1570;0,92
1571;0,92
1572;0,92
1573;0,92
1574;0,92
1575;0,92
1576;0,92
1577;0,92
1578;0,92
1579;0,92
1580;0,92
1581;0,92
1582;0,92
1583;0,92
1584;0,92
1585;0,92
1586;0,92
1587;0,92
1588;0,92
1589;0,92
1590;0,92
1591;0,92
1592;0,92
1593;0,92
1594;0,92
1595;0,92
1596;0,92
1597;0,92
1598;0,92
1599;0,92
1600;0,92
1601;0,92
1602;0,92
1603;0,92
1604;0,92
1605;0,92
1606;0,92
1607;0,92
1608;0,92
1609;0,92
1610;0,92
1611;0,92
1612;0,92
1613;0,92
1614;0,92
1615;0,92
1616;0,92
1617;0,92
1618;0,92
1619;0,92
1620;0,92
1621;0,92
1622;0,92
1623;0,92
1624;0,92
1625;0,92
1626;0,92
1627;0,92
1628;0,92
1629;0,92
1630;0,92
1631;0,92
1632;0,92
1633;0,92
1634;0,92
1635;0,92
1636;0,92
1637;0,92
1638;0,92
1639;0,92
1640;0,92
1641;0,92
1642;0,92
1643;0,92
1644;0,92
1645;0,92
1646;0,92
1647;0,92
1648;0,92
1649;0,92
1650;0,92
1651;0,92
1652;0,92
1653;0,92
1654;0,92
1655;0,92
1656;0,92
1657;0,92
1658;0,92
1659;0,92
1660;0,92
1661;0,92
1662;0,92
1663;0,92
1664;0,92
1665;0,92
1666;0,92
1667;0,92
1668;0,92
1669;0,92
1670;0,92
1671;0,92
1672;0,92
1673;0,92
1674;0,92
1675;0,92
1676;0,92
1677;0,92
1678;0,92
1679;0,92
1680;0,92
1681;0,92
1682;0,92
1683;0,92
1684;0,92
1685;0,92
1686;0,92
1687;0,92
1688;0,92
1689;0,92
1690;0,92
1691;0,92
1692;0,92
1693;0,92
1694;0,92
1695;0,92
1696;0,92
1697;0,92
1698;0,92
1699;0,92
1700;0,92
1701;0,92
1702;0,92
1703;0,92
1704;0,92
1705;0,92
1706;0,92
1707;0,92
1708;0,92
1709;0,92
1710;0,92
1711;0,92
1712;0,92
1713;0,92
1714;0,92
1715;0,92
1716;0,92
1717;0,92
1718;0,92
1719;0,92
1720;0,92
1721;0,92
1722;0,92
1723;0,92
1724;0,92
1725;0,92
1726;0,92
1727;0,92
1728;0,92
1729;0,92
1730;0,92
1731;0,92
1732;0,92
1733;0,92
1734;0,92
1735;0,92
1736;0,92
1737;0,92
1738;0,92
1739;0,92
1740;0,92
1741;0,92
1742;0,92
1743;0,92
1744;0,92
1745;0,92
1746;0,92
1747;0,92
1748;0,92
1749;0,92
1750;0,92
1751;0,92
1752;0,92
1753;0,92
1754;0,92
1755;0,92
1756;0,92
1757;0,92
1758;0,92
1759;0,92
1760;0,92
1761;0,92
1762;0,92
1763;0,92
1764;0,92
1765;0,92
1766;0,92
1767;0,92
1768;0,92
1769;0,92
1770;0,92
1771;0,92
1772;0,92
1773;0,92
1774;0,92
1775;0,92
1776;0,92
1777;0,92
1778;0,92
1779;0,92
1780;0,92
1781;0,92
1782;0,92
1783;0,92
1784;0,92
1785;0,92
1786;0,92
1787;0,92
1788;0,92
1789;0,92
1790;0,92
1791;0,92
1792;0,92
1793;0,92
1794;0,92
1795;0,92
1796;0,92
1797;0,92
1798;0,92
1799;0,92
1800;0,92
1801;0,92
1802;0,92
1803;0,92
1804;0,92
1805;0,92
1806;0,92
1807;0,92
1808;0,92
1809;0,92
1810;0,92
1811;0,92
1812;0,92
1813;0,92
1814;0,92
1815;0,92
1816;0,92
1817;0,92
1818;0,92
1819;0,92
1820;0,92
1821;0,92
1822;0,92
1823;0,92
1824;0,92
1825;0,92
1826;0,92
1827;0,92
1828;0,92
1829;0,92
1830;0,92
1831;0,92
1832;0,92
1833;0,92
1834;0,92
1835;0,92
1836;0,92
1837;0,92
1838;0,92
1839;0,92
1840;0,92
1841;0,92
1842;0,92
1843;0,92
1844;0,92
1845;0,92
1846;0,92
1847;0,92
1848;0,92
1849;0,92
1850;0,92
1851;0,92
1852;0,92
1853;0,92
1854;0,92
1855;0,92
1856;0,92
1857;0,92
1858;0,92
1859;0,92
1860;0,92
1861;0,92
1862;0,92
1863;0,92
1864;0,92
1865;0,92
1866;0,92
1867;0,92
1868;0,92
1869;0,92
1870;0,92
1871;0,92
1872;0,92
1873;0,92
1874;0,92
1875;0,92
1876;0,92
1877;0,92
1878;0,92
1879;0,92
1880;0,92
1881;0,92
1882;0,92
1883;0,92
1884;0,92
1885;0,92
1886;0,92
1887;0,92
1888;0,92
1889;0,92
1890;0,92
1891;0,92
1892;0,92
1893;0,92
1894;0,92
1895;0,92
1896;0,92
1897;0,92
1898;0,92
1899;0,92
1900;0,92
1901;0,92
1902;0,92
1903;0,92
1904;0,92
1905;0,92
1906;0,92
1907;0,92
1908;0,92
1909;0,92
1910;0,92
1911;0,92
1912;0,92
1913;0,92
1914;0,92
1915;0,92
1916;0,92
1917;0,92
1918;0,92
1919;0,92
1920;0,92
1921;0,92
1922;0,92
1923;0,92
1924;0,92
1925;0,92
1926;0,92
1927;0,92
1928;0,92
1929;0,92
1930;0,92
1931;0,92
1932;0,92
1933;0,92
1934;0,92
1935;0,92
1936;0,92
1937;0,92
1938;0,92
1939;0,92
1940;0,92
1941;0,92
1942;0,92
1943;0,92
1944;0,92
1945;0,92
1946;0,92
1947;0,92
1948;0,92
1949;0,92
1950;0,92
1951;0,92
1952;0,92
1953;0,92
1954;0,92
1955;0,92
1956;0,92
1957;0,92
1958;0,92
1959;0,92
1960;0,92
1961;0,92
1962;0,92
1963;0,92
1964;0,92
1965;0,92
1966;0,92
1967;0,92
1968;0,92
1969;0,92
1970;0,92
1971;0,92
1972;0,92
1973;0,92
1974;0,92
1975;0,92
1976;0,92
1977;0,92
1978;0,92
1979;0,92
1980;0,92
1981;0,92
1982;0,92
1983;0,92
1984;0,92
1985;0,92
1986;0,92
1987;0,92
1988;0,92
1989;0,92
1990;0,92
1991;0,92
1992;0,92
1993;0,92
1994;0,92
1995;0,92
1996;0,92
1997;0,92
1998;0,92
1999;0,92
2000;0,92
2001;0,92
2002;0,92
2003;0,92
2004;0,92
2005;0,92
2006;0,92
2007;0,92
2008;0,92
2009;0,92
2010;0,92
2011;0,92
2012;0,92
2013;0,92
2014;0,92
2015;0,92
2016;0,92
2017;0,92
2018;0,92
2019;0,92
2020;0,92
2021;0,92
2022;0,92
2023;0,92
2024;0,92
2025;0,92
2026;0,92
2027;0,92
2028;0,92
2029;0,92
2030;0,92
2031;0,92
2032;0,92
2033;0,92
2034;0,92
2035;0,92
2036;0,92
2037;0,92
2038;0,92
2039;0,92
2040;0,92
2041;0,92
2042;0,92
2043;0,92
2044;0,92
2045;0,92
2046;0,92
2047;0,92
2048;0,92
2049;0,92
2050;0,92
2051;0,92
2052;0,92
2053;0,92
2054;0,92
2055;0,92
2056;0,92
2057;0,92
2058;0,92
2059;0,92
2060;0,92
2061;0,92
2062;0,92
2063;0,92
2064;0,92
2065;0,92
2066;0,92
2067;0,92
2068;0,92
2069;0,92
2070;0,92
2071;0,92
2072;0,92
2073;0,92
2074;0,92
2075;0,92
2076;0,92
2077;0,92
2078;0,92
2079;0,92
2080;0,92
2081;0,92
2082;0,92
2083;0,92
2084;0,92
2085;0,92
2086;0,92
2087;0,92
2088;0,92
2089;0,92
2090;0,92
2091;0,92
2092;0,92
2093;0,92
2094;0,92
2095;0,92
2096;0,92
2097;0,92
2098;0,92
2099;0,92
2100;0,92
2101;0,92
2102;0,92
2103;0,92
2104;0,92
2105;0,92
2106;0,92
2107;0,92
2108;0,92
2109;0,92
2110;0,92
2111;0,92
2112;0,92
2113;0,92
2114;0,92
2115;0,92
2116;0,92
2117;0,92
2118;0,92
2119;0,92
2120;0,92
2121;0,92
2122;0,92
2123;0,92
2124;0,92
2125;0,92
2126;0,92
2127;0,92
2128;0,92
2129;0,92
2130;0,92
2131;0,92
2132;0,92
2133;0,92
2134;0,92
2135;0,92
2136;0,92
2137;0,92
2138;0,92
2139;0,92
