id;solarthermal
471;0
472;0
473;0
474;0
475;0
476;0
477;0
478;0
479;0
480;0
481;0
482;0
483;0
484;0
485;0
486;0
487;0
488;0
489;0
490;0
491;0
492;0
493;0
494;0
495;0
496;0
497;0
498;0
499;0
500;0
501;0
502;0
503;0
504;0
505;0
506;0
507;0
508;0
509;0
510;0
511;0
512;0
513;0
514;0
515;0
516;0
517;0
518;0
519;0
520;0
521;0
522;0
523;0
524;0
525;0
526;0
527;0
528;0
529;0
530;0
531;0
532;0
533;0
534;0
535;0
536;0
537;0
538;0
539;0
540;0
541;0
542;0
543;0
544;0
545;0
546;0
547;0
548;0
549;0
550;0
551;0
552;0
553;0
554;0
555;0
556;0
557;0
558;0
559;0
560;0
561;0
562;7,29E-05
563;0,00020886
564;0,000213923
565;0,000325277
566;0,000263635
567;6,82E-05
568;0
569;0
570;0
571;0
572;0
573;0
574;0
575;0
576;0
577;0
578;0
579;0
580;0
581;0
582;0
583;0
584;0
585;0
586;0
587;0
588;0
589;0,000104009
590;0,000172631
591;0,000106502
592;0
593;0
594;0
595;0
596;0
597;0
598;0
599;0
600;0
601;0
602;0
603;0
604;0
605;0
606;0
607;0
608;0
609;1,09E-06
610;0,000104517
611;0,000183284
612;0,000328723
613;0,000381931
614;0,000272879
615;0,000123307
616;0
617;0
618;0
619;0
620;0
621;0
622;0
623;0
624;0
625;0
626;0
627;0
628;0
629;0
630;0
631;0
632;0
633;0
634;0
635;0
636;0
637;0
638;0
639;0
640;0
641;0
642;0
643;0
644;0
645;0
646;0
647;0
648;0
649;0
650;0
651;0
652;0
653;0
654;0
655;0
656;0
657;5,68E-05
658;0,000303394
659;0,000385531
660;0,000412698
661;0,000369032
662;0,000292848
663;0,000158694
664;0
665;0
666;0
667;0
668;0
669;0
670;0
671;0
672;0
673;0
674;0
675;0
676;0
677;0
678;0
679;0
680;0
681;0
682;0
683;0
684;0
685;9,00E-05
686;1,89E-05
687;0
688;0
689;0
690;0
691;0
692;0
693;0
694;0
695;0
696;0
697;0
698;0
699;0
700;0
701;0
702;0
703;0
704;0
705;0
706;0
707;0
708;0
709;8,11E-05
710;1,14E-05
711;0
712;0
713;0
714;0
715;0
716;0
717;0
718;0
719;0
720;0
721;0
722;0
723;0
724;0
725;0
726;0
727;0
728;0
729;0
730;0
731;0
732;0
733;0
734;0
735;0
736;0
737;0
738;0
739;0
740;0
741;0
742;0
743;0
744;0
745;0
746;0
747;0
748;0
749;0
750;0
751;0
752;0
753;0,000125218
754;0,000185864
755;9,70E-05
756;0,00010343
757;0,000107715
758;0
759;0
760;0
761;0
762;0
763;0
764;0
765;0
766;0
767;0
768;0
769;0
770;0
771;0
772;0
773;0
774;0
775;0
776;0
777;0
778;0
779;0
780;0
781;0
782;0
783;0
784;0
785;0
786;0
787;0
788;0
789;0
790;0
791;0
792;0
793;0
794;0
795;0
796;0
797;0
798;0
799;0
800;0
801;8,36E-05
802;8,76E-05
803;5,59E-05
804;4,11E-05
805;0
806;0
807;0
808;0
809;0
810;0
811;0
812;0
813;0
814;0
815;0
816;0
817;0
818;0
819;0
820;0
821;0
822;0
823;0
824;0
825;0
826;0
827;0
828;0
829;0
830;0
831;0
832;0
833;0
834;0
835;0
836;0
837;0
838;0
839;0
840;0
841;0
842;0
843;0
844;0
845;0
846;0
847;0
848;0
849;0
850;0
851;0
852;0
853;0
854;0
855;0
856;0
857;0
858;0
859;0
860;0
861;0
862;0
863;0
864;0
865;0
866;0
867;0
868;0
869;0
870;0
871;0
872;0
873;0
874;0
875;0
876;0
877;0
878;0
879;0
880;0
881;0
882;0
883;0
884;0
885;0
886;0
887;0
888;0
889;0
890;0
891;0
892;0
893;0
894;0
895;0
896;0
897;0,000130425
898;0,000290973
899;0,000316863
900;0,000314012
901;0,000306228
902;0,000264135
903;0,000116106
904;0
905;0
906;0
907;0
908;0
909;0
910;0
911;0
912;0
913;0
914;0
915;0
916;0
917;0
918;0
919;0
920;0
921;0
922;0
923;0
924;2,25E-05
925;0,000319527
926;0
927;0
928;0
929;0
930;0
931;0
932;0
933;0
934;0
935;0
936;0
937;0
938;0
939;0
940;0
941;0
942;0
943;0
944;0
945;0
946;0
947;0,00011223
948;7,00E-05
949;8,72E-06
950;0
951;0
952;0
953;0
954;0
955;0
956;0
957;0
958;0
959;0
960;0
961;0
962;0
963;0
964;0
965;0
966;0
967;0
968;0
969;0
970;0
971;0
972;7,65E-06
973;0,000383553
974;0,000323005
975;3,51E-05
976;0
977;0
978;0
979;0
980;0
981;0
982;0
983;0
984;0
985;0
986;0
987;0
988;0
989;0
990;0
991;0
992;0
993;0
994;0
995;0
996;0
997;0
998;0
999;0
1000;0
1001;0
1002;0
1003;0
1004;0
1005;0
1006;0
1007;0
1008;0
1009;0
1010;0
1011;0
1012;0
1013;0
1014;0
1015;0
1016;0
1017;1,73E-05
1018;0,000201802
1019;0,000327176
1020;0,000323571
1021;0,000307451
1022;0,000195549
1023;0,000101819
1024;0
1025;0
1026;0
1027;0
1028;0
1029;0
1030;0
1031;0
1032;0
1033;0
1034;0
1035;0
1036;0
1037;0
1038;0
1039;0
1040;0
1041;0,000182591
1042;0,000340263
1043;0,000207101
1044;6,97E-05
1045;1,15E-05
1046;0
1047;0
1048;0
1049;0
1050;0
1051;0
1052;0
1053;0
1054;0
1055;0
1056;0
1057;0
1058;0
1059;0
1060;0
1061;0
1062;0
1063;0
1064;0
1065;0
1066;0
1067;0
1068;1,76E-05
1069;2,97E-05
1070;0
1071;0
1072;0
1073;0
1074;0
1075;0
1076;0
1077;0
1078;0
1079;0
1080;0
1081;0
1082;0
1083;0
1084;0
1085;0
1086;0
1087;0
1088;0
1089;0
1090;0
1091;0
1092;0
1093;0,000136772
1094;8,08E-05
1095;0,000204937
1096;2,85E-05
1097;0
1098;0
1099;0
1100;0
1101;0
1102;0
1103;0
1104;0
1105;0
1106;0
1107;0
1108;0
1109;0
1110;0
1111;0
1112;0
1113;0
1114;0
1115;0
1116;3,82E-05
1117;4,96E-06
1118;0
1119;0
1120;0
1121;0
1122;0
1123;0
1124;0
1125;0
1126;0
1127;0
1128;0
1129;0
1130;0
1131;0
1132;0
1133;0
1134;0
1135;0
1136;9,36E-07
1137;0,000199137
1138;0,000366768
1139;0,000480232
1140;0,000512288
1141;0,000482452
1142;0,000388361
1143;0,000248246
1144;2,22E-05
1145;0
1146;0
1147;0
1148;0
1149;0
1150;0
1151;0
1152;0
1153;0
1154;0
1155;0
1156;0
1157;0
1158;0
1159;0
1160;0
1161;0
1162;0
1163;0
1164;0
1165;0
1166;0
1167;0
1168;0
1169;0
1170;0
1171;0
1172;0
1173;0
1174;0
1175;0
1176;0
1177;0
1178;0
1179;0
1180;0
1181;0
1182;0
1183;0
1184;0
1185;0
1186;0
1187;0
1188;0
1189;0,000160503
1190;0,000142768
1191;6,03E-05
1192;0
1193;0
1194;0
1195;0
1196;0
1197;0
1198;0
1199;0
1200;0
1201;0
1202;0
1203;0
1204;0
1205;0
1206;0
1207;0
1208;0
1209;0
1210;0
1211;0
1212;0
1213;0
1214;0
1215;0
1216;0
1217;0
1218;0
1219;0
1220;0
1221;0
1222;0
1223;0
1224;0
1225;0
1226;0
1227;0
1228;0
1229;0
1230;0
1231;0
1232;0
1233;0
1234;0
1235;0
1236;0
1237;0
1238;0
1239;0
1240;0
1241;0
1242;0
1243;0
1244;0
1245;0
1246;0
1247;0
1248;0
1249;0
1250;0
1251;0
1252;0
1253;0
1254;0
1255;0
1256;0
1257;9,72E-05
1258;0,000247999
1259;6,61E-05
1260;9,66E-05
1261;0,000176982
1262;0
1263;0
1264;0
1265;0
1266;0
1267;0
1268;0
1269;0
1270;0
1271;0
1272;0
1273;0
1274;0
1275;0
1276;0
1277;0
1278;0
1279;0
1280;0
1281;0
1282;0
1283;0
1284;3,43E-05
1285;6,79E-05
1286;3,13E-05
1287;0
1288;0
1289;0
1290;0
1291;0
1292;0
1293;0
1294;0
1295;0
1296;0
1297;0
1298;0
1299;0
1300;0
1301;0
1302;0
1303;0
1304;0
1305;0,000202171
1306;0,000375962
1307;0,000481389
1308;0,000498849
1309;0,00045847
1310;0,000370128
1311;0,000223691
1312;1,42E-05
1313;0
1314;0
1315;0
1316;0
1317;0
1318;0
1319;0
1320;0
1321;0
1322;0
1323;0
1324;0
1325;0
1326;0
1327;0
1328;0
1329;0,000200005
1330;0,000201496
1331;0,000301627
1332;0,000354029
1333;0,000292028
1334;0,000307866
1335;0,000201327
1336;4,22E-05
1337;0
1338;0
1339;0
1340;0
1341;0
1342;0
1343;0
1344;0
1345;0
1346;0
1347;0
1348;0
1349;0
1350;0
1351;0
1352;0
1353;0,00015321
1354;0,000360565
1355;0,000376424
1356;0,000214012
1357;0,000138338
1358;2,56E-05
1359;0
1360;0
1361;0
1362;0
1363;0
1364;0
1365;0
1366;0
1367;0
1368;0
1369;0
1370;0
1371;0
1372;0
1373;0
1374;0
1375;0
1376;0
1377;0
1378;0
1379;5,20E-05
1380;7,99E-05
1381;7,90E-05
1382;6,26E-05
1383;1,93E-05
1384;0
1385;0
1386;0
1387;0
1388;0
1389;0
1390;0
1391;0
1392;0
1393;0
1394;0
1395;0
1396;0
1397;0
1398;0
1399;0
1400;0
1401;0
1402;2,80E-05
1403;5,61E-05
1404;8,74E-05
1405;8,23E-05
1406;4,82E-05
1407;2,85E-05
1408;0
1409;0
1410;0
1411;0
1412;0
1413;0
1414;0
1415;0
1416;0
1417;0
1418;0
1419;0
1420;0
1421;0
1422;0
1423;0
1424;0
1425;0
1426;6,92E-06
1427;5,10E-05
1428;7,07E-05
1429;4,62E-05
1430;0
1431;0
1432;0
1433;0
1434;0
1435;0
1436;0
1437;0
1438;0
1439;0
1440;0
1441;0
1442;0
1443;0
1444;0
1445;0
1446;0
1447;0
1448;0
1449;0
1450;0
1451;0
1452;0
1453;0
1454;0
1455;0
1456;0
1457;0
1458;0
1459;0
1460;0
1461;0
1462;0
1463;0
1464;0
1465;0
1466;0
1467;0
1468;0
1469;0
1470;0
1471;0
1472;0
1473;0
1474;0
1475;2,45E-05
1476;3,96E-05
1477;0
1478;0
1479;0
1480;0
1481;0
1482;0
1483;0
1484;0
1485;0
1486;0
1487;0
1488;0
1489;0
1490;0
1491;0
1492;0
1493;0
1494;0
1495;0
1496;0
1497;0
1498;0
1499;0,000154356
1500;0,000279119
1501;0,00013578
1502;8,22E-06
1503;0
1504;0
1505;0
1506;0
1507;0
1508;0
1509;0
1510;0
1511;0
1512;0
1513;0
1514;0
1515;0
1516;0
1517;0
1518;0
1519;0
1520;0
1521;0
1522;6,66E-06
1523;0,000133011
1524;0,000252979
1525;0,000251901
1526;0,000252298
1527;0,000137008
1528;3,16E-05
1529;0
1530;0
1531;0
1532;0
1533;0
1534;0
1535;0
1536;0
1537;0
1538;0
1539;0
1540;0
1541;0
1542;0
1543;0
1544;0
1545;0
1546;0
1547;0
1548;0
1549;6,17E-05
1550;0
1551;0
1552;0
1553;0
1554;0
1555;0
1556;0
1557;0
1558;0
1559;0
1560;0
1561;0
1562;0
1563;0
1564;0
1565;0
1566;0
1567;0
1568;0
1569;0
1570;0
1571;0
1572;0
1573;0,000168194
1574;0,000150896
1575;3,88E-05
1576;0
1577;0
1578;0
1579;0
1580;0
1581;0
1582;0
1583;0
1584;0
1585;0
1586;0
1587;0
1588;0
1589;0
1590;0
1591;0
1592;0
1593;0
1594;0
1595;0
1596;0
1597;0,000192496
1598;0,000155301
1599;6,70E-05
1600;0
1601;0
1602;0
1603;0
1604;0
1605;0
1606;0
1607;0
1608;0
1609;0
1610;0
1611;0
1612;0
1613;0
1614;0
1615;0
1616;0
1617;0
1618;5,46E-05
1619;0,000236222
1620;0,000224698
1621;0,000227316
1622;0,000176075
1623;5,38E-05
1624;2,18E-05
1625;0
1626;0
1627;0
1628;0
1629;0
1630;0
1631;0
1632;0
1633;0
1634;0
1635;0
1636;0
1637;0
1638;0
1639;0
1640;0
1641;0
1642;0
1643;0
1644;0
1645;0
1646;0
1647;0
1648;0
1649;0
1650;0
1651;0
1652;0
1653;0
1654;0
1655;0
1656;0
1657;0
1658;0
1659;0
1660;0
1661;0
1662;0
1663;0
1664;0
1665;0
1666;9,41E-05
1667;0,000188454
1668;0,000130674
1669;0
1670;0
1671;0
1672;0
1673;0
1674;0
1675;0
1676;0
1677;0
1678;0
1679;0
1680;0
1681;0
1682;0
1683;0
1684;0
1685;0
1686;0
1687;0
1688;4,60E-06
1689;0,000139
1690;0,000246615
1691;0,000329593
1692;0,000357811
1693;0,000335866
1694;0,000264481
1695;0,000157783
1696;3,16E-05
1697;0
1698;0
1699;0
1700;0
1701;0
1702;0
1703;0
1704;0
1705;0
1706;0
1707;0
1708;0
1709;0
1710;0
1711;0
1712;0
1713;0
1714;0
1715;0
1716;0
1717;0
1718;0
1719;0
1720;0
1721;0
1722;0
1723;0
1724;0
1725;0
1726;0
1727;0
1728;0
1729;0
1730;0
1731;0
1732;0
1733;0
1734;0
1735;0
1736;0
1737;0
1738;0
1739;0
1740;0
1741;0
1742;0
1743;0
1744;0
1745;0
1746;0
1747;0
1748;0
1749;0
1750;0
1751;0
1752;0
1753;0
1754;0
1755;0
1756;0
1757;0
1758;0
1759;0
1760;0
1761;0
1762;5,62E-05
1763;6,32E-05
1764;0
1765;0
1766;0
1767;0
1768;0
1769;0
1770;0
1771;0
1772;0
1773;0
1774;0
1775;0
1776;0
1777;0
1778;0
1779;0
1780;0
1781;0
1782;0
1783;0
1784;0
1785;0
1786;0
1787;7,97E-05
1788;6,56E-05
1789;6,03E-05
1790;1,76E-05
1791;0
1792;0
1793;0
1794;0
1795;0
1796;0
1797;0
1798;0
1799;0
1800;0
1801;0
1802;0
1803;0
1804;0
1805;0
1806;0
1807;0
1808;0
1809;8,84E-05
1810;0,000153692
1811;0,000310006
1812;0,000289148
1813;0,000287718
1814;0,000260847
1815;0,000113526
1816;1,44E-05
1817;0
1818;0
1819;0
1820;0
1821;0
1822;0
1823;0
1824;0
1825;0
1826;0
1827;0
1828;0
1829;0
1830;0
1831;0
1832;0
1833;0
1834;3,95E-05
1835;5,28E-05
1836;0,000100208
1837;6,99E-05
1838;3,27E-05
1839;0
1840;0
1841;0
1842;0
1843;0
1844;0
1845;0
1846;0
1847;0
1848;0
1849;0
1850;0
1851;0
1852;0
1853;0
1854;0
1855;0
1856;0,000121165
1857;0,00030413
1858;0,00044926
1859;0,00054295
1860;0,000573743
1861;0,000540448
1862;0,000449437
1863;0,000308648
1864;0,00013305
1865;0
1866;0
1867;0
1868;0
1869;0
1870;0
1871;0
1872;0
1873;0
1874;0
1875;0
1876;0
1877;0
1878;0
1879;0
1880;7,80E-05
1881;0,000229248
1882;0,000364022
1883;0,000448421
1884;0,000492068
1885;0,000415205
1886;0,000343099
1887;0,00024855
1888;9,27E-05
1889;0
1890;0
1891;0
1892;0
1893;0
1894;0
1895;0
1896;0
1897;0
1898;0
1899;0
1900;0
1901;0
1902;0
1903;0
1904;8,60E-05
1905;0,000254496
1906;0,000382088
1907;0,000468728
1908;0,000499452
1909;0,000466209
1910;0,000389445
1911;0,000263582
1912;0,000108523
1913;0
1914;0
1915;0
1916;0
1917;0
1918;0
1919;0
1920;0
1921;0
1922;0
1923;0
1924;0
1925;0
1926;0
1927;0
1928;9,97E-05
1929;0,000279357
1930;0,000409686
1931;0,000480566
1932;0,000518839
1933;0,000473164
1934;0,000402732
1935;0,000271113
1936;0,000108207
1937;0
1938;0
1939;0
1940;0
1941;0
1942;0
1943;0
1944;0
1945;0
1946;0
1947;0
1948;0
1949;0
1950;0
1951;0
1952;0
1953;0
1954;6,24E-05
1955;8,47E-05
1956;9,80E-05
1957;8,30E-05
1958;5,99E-05
1959;4,96E-06
1960;0
1961;0
1962;0
1963;0
1964;0
1965;0
1966;0
1967;0
1968;0
1969;0
1970;0
1971;0
1972;0
1973;0
1974;0
1975;0
1976;0,000162102
1977;0,000271763
1978;0,000302015
1979;0,000263304
1980;0,000123614
1981;9,19E-05
1982;0
1983;0
1984;0
1985;0
1986;0
1987;0
1988;0
1989;0
1990;0
1991;0
1992;0
1993;0
1994;0
1995;0
1996;0
1997;0
1998;0
1999;0
2000;0,000122014
2001;0,000301758
2002;0,000426859
2003;0,000500715
2004;0,000534468
2005;0,000493444
2006;0,000400618
2007;0,000268707
2008;0,000105697
2009;0
2010;0
2011;0
2012;0
2013;0
2014;0
2015;0
2016;0
2017;0
2018;0
2019;0
2020;0
2021;0
2022;0
2023;0
2024;0
2025;0,000117945
2026;0,000208259
2027;0,000206677
2028;0,000205118
2029;0,000194848
2030;0,000164124
2031;0,00012344
2032;8,04E-06
2033;0
2034;0
2035;0
2036;0
2037;0
2038;0
2039;0
2040;0
2041;0
2042;0
2043;0
2044;0
2045;0
2046;0
2047;0
2048;0
2049;6,88E-05
2050;0,000163371
2051;0,000188824
2052;0,000214769
2053;0,000163959
2054;0,000128995
2055;8,89E-05
2056;0
2057;0
2058;0
2059;0
2060;0
2061;0
2062;0
2063;0
2064;0
2065;0
2066;0
2067;0
2068;0
2069;0
2070;0
2071;0
2072;4,35E-05
2073;0,000218163
2074;0,00029817
2075;0,000399094
2076;0,000451682
2077;0,000418316
2078;0,000356255
2079;0,000231233
2080;0,000101732
2081;0
2082;0
2083;0
2084;0
2085;0
2086;0
2087;0
2088;0
2089;0
2090;0
2091;0
2092;0
2093;0
2094;0
2095;0
2096;0
2097;0
2098;0
2099;0
2100;0
2101;0,000167433
2102;0,000121874
2103;6,73E-05
2104;9,58E-07
2105;0
2106;0
2107;0
2108;0
2109;0
2110;0
2111;0
2112;0
2113;0
2114;0
2115;0
2116;0
2117;0
2118;0
2119;0
2120;0
2121;0
2122;0
2123;0
2124;0
2125;0,000177282
2126;0,000128392
2127;6,58E-05
2128;5,36E-07
2129;0
2130;0
2131;0
2132;0
2133;0
2134;0
2135;0
2136;0
2137;0
2138;0
2139;0
2140;0
2141;0
2142;0
2143;0
2144;0
2145;3,79E-05
2146;0,000112232
2147;0,000145721
2148;9,92E-05
2149;5,57E-05
2150;4,87E-05
2151;1,37E-05
2152;0
2153;0
2154;0
2155;0
2156;0
2157;0
2158;0
2159;0
2160;0
2161;0
2162;0
2163;0
2164;0
2165;0
2166;0
2167;0
2168;0,000103789
2169;0,000260881
2170;0,000404302
2171;0,000471722
2172;0,000502722
2173;0,000472123
2174;0,000401535
2175;0,000277586
2176;0,00011296
2177;0
2178;0
2179;0
2180;0
2181;0
2182;0
2183;0
2184;0
2185;0
2186;0
2187;0
2188;0
2189;0
2190;0
2191;0
2192;0
2193;0
2194;0
2195;1,60E-05
2196;2,15E-05
2197;1,34E-05
2198;2,93E-06
2199;0
2200;0
2201;0
2202;0
2203;0
2204;0
2205;0
2206;0
2207;0
2208;0
2209;0
2210;0
2211;0
2212;0
2213;0
2214;0
2215;0
2216;0
2217;0
2218;0
2219;0
2220;0
2221;0
2222;0
2223;0
2224;0
2225;0
2226;0
2227;0
2228;0
2229;0
2230;0
2231;0
2232;0
2233;0
2234;0
2235;0
2236;0
2237;0
2238;0
2239;0
2240;0,00010113
2241;0,000172492
2242;0,000277917
2243;0,000331907
2244;0,000441765
2245;0,000422142
2246;0,000337727
2247;0,000243196
2248;8,00E-05
2249;0
2250;0
2251;0
2252;0
2253;0
2254;0
2255;0
2256;0
2257;0
2258;0
2259;0
2260;0
2261;0
2262;0
2263;0
2264;0,000186762
2265;0,000365945
2266;0,000505959
2267;0,000591865
2268;0,00061812
2269;0,000584584
2270;0,000493787
2271;0,00034989
2272;0,000175157
2273;0
2274;0
2275;0
2276;0
2277;0
2278;0
2279;0
2280;0
2281;0
2282;0
2283;0
2284;0
2285;0
2286;0
2287;0
2288;0
2289;0
2290;0
2291;0
2292;0
2293;0
2294;0
2295;0
2296;0
2297;0
2298;0
2299;0
2300;0
2301;0
2302;0
2303;0
2304;0
2305;0
2306;0
2307;0
2308;0
2309;0
2310;0
2311;0
2312;2,30E-05
2313;0,000102547
2314;0,000142895
2315;0,000179072
2316;0,000185988
2317;0,00017796
2318;0,000136584
2319;8,14E-05
2320;2,30E-05
2321;0
2322;0
2323;0
2324;0
2325;0
2326;0
2327;0
2328;0
2329;0
2330;0
2331;0
2332;0
2333;0
2334;0
2335;0
2336;1,27E-06
2337;0,000268892
2338;0,000365996
2339;0,000323238
2340;0,000369945
2341;0,000145525
2342;0,000177483
2343;0,000210448
2344;6,28E-05
2345;0
2346;0
2347;0
2348;0
2349;0
2350;0
2351;0
2352;0
2353;0
2354;0
2355;0
2356;0
2357;0
2358;0
2359;0
2360;1,15E-06
2361;8,68E-05
2362;0,000141973
2363;0,000155053
2364;0,000152501
2365;0,000144516
2366;0,000107974
2367;6,21E-05
2368;5,81E-06
2369;0
2370;0
2371;0
2372;0
2373;0
2374;0
2375;0
2376;0
2377;0
2378;0
2379;0
2380;0
2381;0
2382;0
2383;2,99E-06
2384;0,000199591
2385;0,000199772
2386;0,000306794
2387;0,000284609
2388;0,000145864
2389;0
2390;0
2391;0
2392;0
2393;0
2394;0
2395;0
2396;0
2397;0
2398;0
2399;0
2400;0
2401;0
2402;0
2403;0
2404;0
2405;0
2406;0
2407;0
2408;0
2409;0
2410;0
2411;0
2412;6,25E-06
2413;9,45E-05
2414;0,00026053
2415;0,00035659
2416;0,000209752
2417;1,72E-05
2418;0
2419;0
2420;0
2421;0
2422;0
2423;0
2424;0
2425;0
2426;0
2427;0
2428;0
2429;0
2430;0
2431;0
2432;0
2433;0
2434;3,13E-06
2435;6,23E-05
2436;7,11E-05
2437;0,000154877
2438;0,000158767
2439;0,000169005
2440;0,000111382
2441;0
2442;0
2443;0
2444;0
2445;0
2446;0
2447;0
2448;0
2449;0
2450;0
2451;0
2452;0
2453;0
2454;0
2455;0
2456;0
2457;0
2458;0
2459;0
2460;0
2461;1,98E-05
2462;0,000103629
2463;0,000120448
2464;4,62E-05
2465;0
2466;0
2467;0
2468;0
2469;0
2470;0
2471;0
2472;0
2473;0
2474;0
2475;0
2476;0
2477;0
2478;0
2479;0
2480;0
2481;0
2482;0
2483;8,68E-05
2484;0,000258538
2485;0,000151092
2486;2,47E-05
2487;0
2488;0
2489;0
2490;0
2491;0
2492;0
2493;0
2494;0
2495;0
2496;0
2497;0
2498;0
2499;0
2500;0
2501;0
2502;0
2503;0
2504;0,000176319
2505;0,000347573
2506;0,000476637
2507;0,00055969
2508;0,000584042
2509;0,00055046
2510;0,000462225
2511;0,000324624
2512;0,000152574
2513;0
2514;0
2515;0
2516;0
2517;0
2518;0
2519;0
2520;0
2521;0
2522;0
2523;0
2524;0
2525;0
2526;0
2527;0
2528;0
2529;0
2530;0
2531;1,97E-05
2532;0
2533;0
2534;0
2535;0
2536;0
2537;0
2538;0
2539;0
2540;0
2541;0
2542;0
2543;0
2544;0
2545;0
2546;0
2547;0
2548;0
2549;0
2550;0
2551;0
2552;0
2553;0
2554;0
2555;0
2556;0
2557;0
2558;0
2559;0
2560;0
2561;0
2562;0
2563;0
2564;0
2565;0
2566;0
2567;0
2568;0
2569;0
2570;0
2571;0
2572;0
2573;0
2574;0
2575;0
2576;0
2577;0,000110926
2578;0,000201283
2579;0,00042198
2580;0,000614381
2581;0,00024806
2582;8,40E-05
2583;0,000128677
2584;0
2585;0
2586;0
2587;0
2588;0
2589;0
2590;0
2591;0
2592;0
2593;0
2594;0
2595;0
2596;0
2597;0
2598;0
2599;0
2600;0
2601;0
2602;5,88E-05
2603;0,000522027
2604;0,000483721
2605;0,000465027
2606;0,000318016
2607;0,000105026
2608;0
