id;electricity_2020;electricity_2025;electricity_2030;electricity_2035;electricity_2040;electricity_2045;electricity_2050
4310;97,344;86,06;65,12;69,4;34,59;37,93;29,64
4311;94,302;87,09;77,97;71,51;58,62;47,48;51,03
4312;92,558;89,26;85,74;91,08;77,89;73,49;72,77
4313;92,634;92,76;88,51;94,25;97,37;94,31;93,39
4314;95,136;95,34;89,71;95,21;98,48;97,35;96,36
4315;94,854;94,61;89,17;94,63;97,73;94,41;93,39
4316;94,854;94,61;89,17;94,32;96,4;94,31;93,39
4317;93,594;93,56;88,04;93,39;95,21;94,31;93,39
4318;92,634;92,76;87,79;92,43;95,21;94,31;93,39
4319;92,598;92,73;87,79;92,21;95,21;94,31;93,39
4320;92,754;92,86;87,74;92,24;96,47;94,31;93,39
4321;92,754;92,86;87,6;92,24;96,47;94,31;93,39
4322;92,754;92,86;87,74;92,65;95,32;94,31;93,39
4323;94,29;94,14;87,32;92,24;95,7;94,8;93,39
4324;97,05;96,44;86,74;92,12;95,74;94,31;93,39
4325;100,302;99,15;85,69;90,17;95,32;92,76;93,39
4326;106,034;100,49;82,36;69,4;73,92;73,49;72,77
4327;108,776;99,05;77,97;69,4;59,14;43,85;50,42
4328;104,648;98,21;69;63,86;31,62;23,7;66,02
4329;105,438;96,33;64,95;58,46;24,33;29,83;50,79
4330;105,438;96,33;77,97;56,16;32,25;32,28;50,79
4331;104,408;95,41;77,97;56,83;32,25;22,47;50,42
4332;105,136;94,44;66,27;56,16;33,43;18,8;40,96
4333;107,098;95,4;69;51,07;29,8;18,8;36,91
4334;106,862;96,33;71,72;54,5;27,31;26,15;43,67
4335;104,732;99,05;71,72;62,11;59,6;43,31;70,64
4336;105,656;102,6;83,99;73,86;79,9;73,49;87,32
4337;104,55;102,69;87,8;90,33;95,22;94,31;93,39
4338;104,21;102,67;89,71;92,24;97,15;94,8;94,97
4339;104,208;102,67;89,98;92,13;97,15;94,31;94,98
4340;101,91;100,49;89,71;92,12;95,36;94,31;93,39
4341;100,146;99,02;88,95;91,42;93,66;92,76;93,39
4342;96,918;96,33;88,26;91,42;91,15;87,44;93,39
4343;96,762;96,2;88,26;90,23;86,44;82,54;93,39
4344;96,882;96,3;88,84;90,17;91,5;78,05;93,39
4345;96,882;96,3;88,63;90,17;92,76;77,64;93,39
4346;96,918;96,33;89,33;90,24;85,68;79,7;93,39
4347;96,918;96,33;90,38;90,51;82,06;85,35;93,39
4348;100,47;99,29;92,05;90,17;92,76;77,64;93,39
4349;103,686;101,97;92,67;69,96;73,92;69,34;93,39
4350;108,386;102,45;90,45;69,4;57,88;34,73;72,77
4351;115,936;100,29;89,05;67,9;19,38;7,58;22,06
4352;115,006;99,29;88,1;67,9;17,59;2,2;20,71
4353;114,79;98,21;87,81;69,4;7,58;2,2;15,31
4354;112,866;97,44;87,75;64,54;7,58;2,2;20,31
4355;110,614;96,53;87,3;66,22;7,58;2,2;26,11
4356;113,58;96,75;87,3;66,22;7,58;2,2;12,6
4357;115,412;97,44;87,16;64,05;7,58;2,2;7,58
4358;115,412;97,44;87,61;64,44;7,58;2,2;7,58
4359;111,766;99,29;88,39;67,2;7,58;2,2;36,91
4360;108,674;102,69;90,38;69,4;45,69;33,13;72,77
4361;107,568;103,67;93,4;86,8;73,92;73,49;84,18
4362;104,514;102,66;95,61;92;77,61;73,49;93,39
4363;104,514;102,66;94,98;92,21;92,76;75,73;93,39
4364;102,186;100,72;92,85;92,12;73,92;73,49;93,39
4365;101,156;97,84;90,45;91,42;73,92;73,49;81,26
4366;101,042;96,33;89,98;89,51;73,92;73,49;72,77
4367;99,83;95,32;88,41;90,88;73,92;73,49;72,77
4368;99,804;95,43;88,1;90,88;73,92;73,49;73,56
4369;98,798;94,95;89,37;90,88;73,92;73,49;75,71
4370;98,464;94,95;89,49;90,88;73,92;73,49;77,38
4371;99,962;95,43;89,73;92,12;73,92;73,49;72,77
4372;103,226;98,15;90,45;93,41;73,92;73,49;72,77
4373;107,042;100,29;91,93;93,59;66,68;45,26;66,53
4374;116,45;100,4;90,38;91,94;22,56;32,69;20,15
4375;118,012;99,55;88,1;88,48;18,14;0;7,24
4376;117,334;98,15;87,61;85,89;0;0;2,23
4377;117,454;98,25;87,31;78,85;0;7,58;2,23
4378;116,542;97,49;87,04;69,41;0;7,58;2,23
4379;115,642;96,74;86,79;69,41;0;7,58;2,23
4380;116,098;97,12;87,04;69,41;0;7,58;2,23
4381;116,47;97,43;86,79;69,41;0;7,58;2,23
4382;116,542;97,49;87,17;69,41;0;7,58;2,23
4383;119,014;99,55;88,4;86,6;18,14;21,09;2,23
4384;116,358;100,35;89,37;90,24;38,18;39,34;20,31
4385;108,698;102,71;91,93;93,19;73,92;73,41;72,77
4386;106,63;101,82;93,5;94,5;77,61;79,4;77,77
4387;105,27;100,53;93,5;94,27;73,92;73,49;76,83
4388;105,794;100,29;92,29;93,63;81,36;75,68;72,77
4389;102,362;97,43;90,11;92,21;73,92;74,63;72,77
4390;99,962;95,43;89,37;91,92;73,92;73,49;72,77
4391;98,462;94,18;88,64;90,88;73,92;73,49;72,77
4392;98,798;94,46;89,19;90,52;73,93;73,49;72,77
4393;98,064;94,42;89,19;90,88;75,24;73,58;76,2
4394;98,338;94,42;89,37;91,92;75,24;77,24;74,83
4395;97,94;94,42;90,11;92,14;86,13;90,94;76,82
4396;102,362;97,43;91,97;93,5;93,66;94,31;72,77
4397;105,782;100,28;92,07;93,64;93,49;92,33;72,77
4398;111,304;100,28;91,89;92,13;73,93;73,58;45,16
4399;112,452;99,28;89,22;84,06;60,94;70,44;33,42
4400;111,4;98,72;88,06;69,41;48,93;59,61;35,32
4401;110,576;96,52;87,49;69,41;42,01;55,21;26,24
4402;110,608;95,79;87,17;69,41;37,28;51,44;21,7
4403;109,354;94,51;87,16;69,41;43,73;52,14;20,29
4404;109,354;94,51;87,17;69,41;40,62;54,07;20,29
4405;110,544;94,42;87,17;69,41;38,19;53,33;13,8
4406;112,242;95,89;87,33;69,41;34,61;47,26;14,13
4407;108,976;98,2;87,65;71,55;61,46;73,49;44,32
4408;106,678;100,28;90,38;91,32;80,3;74,03;68,29
4409;106,792;102,39;92,06;94,27;97,5;94,31;80,38
4410;101,85;100,44;93,79;95,22;99,06;96,22;93,39
4411;101,85;100,44;93,5;94,6;96,48;94,41;93,39
4412;101,658;100,28;93,5;94,16;96,48;94,31;93,39
4413;98,544;97,43;91,29;92,25;92,76;92,33;91,86
4414;95,484;94,85;89,99;92,06;92,76;92,33;91,68
4415;94,02;93,63;89,73;91,94;92,76;92,33;91,68
4416;96,826;94,21;89,34;91,95;92,75;92,33;81,13
4417;94,068;93,67;89,37;91,94;92,75;92,33;91,68
4418;94,716;94,21;89,65;91,95;92,75;92,33;91,68
4419;94,716;94,21;89,73;92,13;92,75;92,33;91,68
4420;98,35;97,42;92;93,41;95,22;92,33;92,77
4421;102;100,28;92,06;92,42;86,13;89,79;91,68
4422;105,782;100,28;89,97;89,51;68,95;72,59;72,77
4423;105,942;98,34;88,06;69,41;26,02;44,38;60,33
4424;111,406;94,56;83,34;49,34;0;0;10,33
4425;111,184;93,67;66,71;40,27;0;0;6,1
4426;107,54;90,88;64,34;26,72;0;0;7,58
4427;105,728;89,37;64,34;35,02;0;0;7,58
4428;105,728;89,37;64,34;36,31;0;0;7,58
4429;104,614;89,37;64,34;42,35;0;0;13,15
4430;107,244;89,37;64,34;49,34;0;0;0
4431;109,62;91,35;82,37;64,34;0;0;0
4432;103,196;95,7;86,96;69,41;31,38;24,43;58,22
4433;105,014;99,64;89,4;90,25;73,93;73,49;72,77
4434;101,576;99,71;92,67;92,66;92,75;75,62;90,38
4435;101,864;99,71;92,3;93,65;92,06;89,82;88,94
4436;101,74;99,18;91,97;92,95;73,93;89,79;86,38
4437;98,75;94,42;89,4;90,52;73,93;73,49;72,77
4438;94,502;90,88;87,82;89,52;73,93;73,49;72,77
4439;91,622;88,48;87,62;89,26;73,93;73,49;72,77
4440;91,67;88,52;87,5;74,51;73,93;73,49;72,77
4441;91,97;88,77;87,5;84,84;73,93;73,49;72,77
4442;91,67;88,52;87,76;88,49;73,93;73,49;72,77
4443;91,67;88,52;88,69;90,89;73,99;73,49;72,77
4444;91,378;89,31;90,39;92,26;86,1;77,17;78,97
4445;92,618;89,31;90,46;92,13;73,93;73,49;72,77
4446;95,196;88,52;89,2;86,21;72,51;62,2;55,14
4447;103,31;87,32;87,41;68,52;35,35;7,58;7,37
4448;103,236;86,03;83,34;55,27;19,92;0;0
4449;99,986;83,74;78,21;58,73;24,62;0;2,51
4450;98,16;82,83;73;49,35;31,34;0;6,18
4451;99,986;83,74;74,2;49,35;22,45;0;2,51
4452;98,894;82,83;76;49,35;16,66;0;2,51
4453;99,864;83,22;73;62,1;28,42;0;0
4454;99,396;82,83;84,01;62,23;18;0;0
4455;101,216;86,24;85,77;69,41;43,06;26,53;11,36
4456;92,738;89,41;88,47;90,25;73,93;73,49;72,77
4457;92,934;93,01;92,06;94,97;98,36;94,31;93,39
4458;94,642;94,93;93,7;96,68;101,18;97,35;96,37
4459;94,222;94,62;94,12;96,68;101,52;98,1;96,61
4460;96,632;96,5;93,64;96,01;100,78;95,54;95,84
4461;92,934;93,01;90,46;94,65;95,74;94,31;93,39
4462;87,546;88,52;88,65;93,2;88,33;94,31;93,39
4463;85,794;87,06;88,11;92,47;96,47;94,31;93,39
4464;81,81;83,74;87,17;90,89;85,71;79,93;93,39
4465;83,136;83,01;87,18;90,25;83,42;79,93;82,38
4466;81,836;83,26;85,89;90,25;77,92;79,93;90,38
4467;81,212;82,74;85,89;89,53;79,85;74,6;90,38
4468;80,852;82,44;84,33;91,93;79,46;86,59;90,38
4469;84,374;82,44;82,38;90,89;73,93;73,48;72,77
4470;85,258;79,12;70,2;69,91;53,27;47,21;48,43
4471;90,338;76,22;64,35;49,37;0;0;5,63
4472;91,284;76,07;28,13;0;0;0;0
4473;91,464;76,22;9,07;0;0;0;0
4474;91,464;76,22;9,07;0;0;0;0
4475;91,464;76,22;0;0;0;0;0
4476;91,464;76,22;7,58;0;0;0;0
4477;91,464;76,22;9,07;0;0;0;0
4478;91,464;76,22;7,58;0;0;0;0
4479;91,464;76,22;9,74;21,04;0;0;0
4480;94,42;80,25;63,48;64,19;25,31;7,58;9,4
4481;88,682;86,03;80,98;79;73,93;73,48;72,77
4482;89,06;89,28;87,14;91,93;95,22;91,26;90,38
4483;89,228;89,42;87,32;91,93;90,96;91,26;90,38
4484;92,786;89,45;85,77;89,53;86,02;73,48;72,77
4485;91,238;88,16;72,89;69,42;73,93;73,48;72,77
4486;86,756;83,26;64,35;69,42;58,91;47,21;65,78
4487;85,44;81,07;64,35;64,19;58,91;49,5;59,22
4488;90,896;79,12;41,16;55,41;44,73;47,17;20,24
4489;87,858;79,12;41,16;34,56;31,7;0;35,43
4490;90,896;79,12;41,16;0;0;0;20,24
4491;98,976;82,48;23,52;0;0;0;0
4492;98,838;88,27;23,52;0;0;0;35,43
4493;106,488;88,74;0;0;0;0;0
4494;105,948;88,29;0;0;0;0;0
4495;104,208;86,84;0;0;0;0;0
4496;104,088;86,74;0;0;0;0;0
4497;103,98;86,65;0;0;0;0;0
4498;103,476;86,23;0;0;0;0;0
4499;103,476;86,23;0;0;0;0;0
4500;104,076;86,73;0;0;0;0;0
4501;104,208;86,84;0;0;0;0;0
4502;104,772;87,31;0;0;0;0;0
4503;106,86;89,05;7,58;0;0;0;0
4504;110,412;92,01;7,58;0;0;0;0
4505;105,542;95,83;61,22;49,95;31,7;33,02;47,27
4506;102,35;97,42;64,35;69,42;73,81;66,95;72,77
4507;101,486;96,7;66,94;69,42;73,93;73,48;72,77
4508;100,37;95,77;76,44;69,42;73,93;69,36;72,77
4509;95,858;92,01;64,35;67,51;72,45;61,32;72,77
4510;92,634;88,16;64,35;55,41;45,28;54,51;65,79
4511;91,61;86,02;64,35;49,37;31,7;47,17;58,07
4512;92,374;86,88;64,36;19,68;22,85;32,97;59,41
4513;93,116;86,02;64,36;23,15;18,09;28,33;50,54
4514;94,726;86,88;64,36;0;0;18,84;47,65
4515;93,138;87,14;64,36;0;17,86;30,76;57,15
4516;92,762;89,43;82,39;0;26,79;32,97;72,77
4517;100,342;91,05;64,36;0;0;0;44,59
4518;107,436;89,53;64,36;0;0;0;0
4519;106,224;88,52;54,15;0;0;0;0
4520;104,124;86,77;0;0;0;0;0
4521;103,476;86,23;23,5;0;0;0;0
4522;101,172;84,31;0;0;0;0;0
4523;99,012;82,51;0;0;0;0;0
4524;94,932;79,11;0;0;0;0;0
4525;94,98;79,15;0;0;0;0;0
4526;94,932;79,11;23,92;0;0;0;0
4527;94,98;79,15;23,5;0;0;0;0
4528;99,012;82,51;29,74;-1;0;0;0
4529;104,46;87,05;43,32;-25;0;0;0
4530;105,996;88,33;53,02;-25;0;0;0
4531;105,78;88,15;53,02;-25;0;0;0
4532;102,06;85,05;31,68;-25;0;0;0
4533;94,932;79,11;21,98;-25;0;0;0
4534;91,392;76,16;0;-25;0;0;0
4535;91,392;76,16;0;-25;0;0;0
4536;91,344;76,12;0;-25;0;0;0
4537;91,344;76,12;0;-25;0;0;0
4538;91,344;76,12;0;-25;0;0;0
4539;91,344;76,12;0;-25;0;0;0
4540;98,904;82,42;0;-1;0;0;0
4541;99,276;82,73;0;-25;0;0;0
4542;94,932;79,11;0;0;0;0;0
4543;91,344;76,12;0;0;0;0;0
4544;91,344;76,12;0;0;0;0;0
4545;91,344;76,12;0;0;0;0;0
4546;91,344;76,12;0;0;0;0;0
4547;91,344;76,12;0;0;0;0;0
4548;91,344;76,12;0;0;0;0;0
4549;91,344;76,12;0;0;0;0;0
4550;91,536;76,28;0;0;0;0;0
4551;94,932;79,11;0;0;0;0;0
4552;99,372;82,81;0;-1;0;0;0
4553;105,78;88,15;0;0;0;0;0
4554;108,576;90,48;64,36;0;0;0;0
4555;108,576;90,48;64,36;0;0;0;0
4556;105,78;88,15;64,36;0;0;0;0
4557;99,6;83;7,58;-1;0;0;0
4558;94,932;79,11;0;-25;0;0;0
4559;91,344;76,12;0;-25;0;0;0
4560;91,308;76,09;0;-25;0;0;0
4561;91,308;76,09;0;-25;0;0;0
4562;91,308;76,09;0;-25;0;0;0
4563;91,908;76,59;0;-1;0;0;0
4564;100,464;83,72;36,9;0;0;0;0
4565;103,464;86,22;0;0;0;0;0
4566;99,108;82,59;0;-1;0;0;0
4567;91,308;76,09;0;0;0;0;0
4568;91,308;76,09;0;0;0;0;0
4569;91,308;76,09;0;0;0;0;0
4570;91,308;76,09;0;0;0;0;0
4571;91,308;76,09;0;0;0;0;0
4572;91,308;76,09;0;0;0;0;0
4573;92,016;76,68;0;0;0;0;0
4574;94,92;79,1;23,44;0;0;0;0
4575;94,92;79,1;41,03;0;0;0;0
4576;99,108;82,59;43,35;0;0;0;0
4577;103,464;86,22;58,87;0;0;0;0
4578;104,352;86,96;61,29;0;0;0;0
4579;104,448;87,04;58,87;0;0;0;0
4580;104,352;86,96;58,87;0;0;0;0
4581;99,108;82,59;60,55;0;0;0;0
4582;99,108;82,59;57,33;0;0;0;0
4583;99,84;83,2;59,48;0;0;0;0
4584;100,296;83,58;64,37;0;0;0;0
4585;100,464;83,72;64,37;0;0;0;0
4586;100,464;83,72;64,37;0;0;0;0
4587;100,548;83,79;64,37;0;0;0;0
4588;106,512;88,76;80,27;0;0;0;0
4589;108,648;90,54;80,27;0;0;0;0
4590;105,924;88,27;64,37;0;0;0;0
4591;104,256;86,88;64,37;0;0;0;0
4592;104,256;86,88;64,37;0;0;0;0
4593;104,4;87;64,37;0;0;0;0
4594;104,256;86,88;64,37;0;0;0;0
4595;104,184;86,82;60,45;0;0;0;0
4596;104,184;86,82;59,76;0;0;0;0
4597;104,184;86,82;59,76;0;0;0;0
4598;104,4;87;64,37;0;0;0;0
4599;107,484;89,57;64,37;0;0;0;0
4600;113,118;96,23;85,53;54,14;0;8,5;11,79
4601;104,33;99,07;88,49;88,79;73,93;73,48;72,77
4602;101,148;99,6;90,49;93,23;91,28;92,4;91,86
4603;100,398;99,23;90,49;94,01;95,22;94,3;93,39
4604;99,366;98,37;90,49;93,53;88,32;94,09;93,39
4605;95,04;94,51;88,66;90,91;73,93;81,16;91,86
4606;93,026;89,65;87,36;88,66;73,93;73,48;72,77
4607;90,194;87,29;85,91;69,43;73,93;73,48;72,77
4608;87,626;85,15;85,91;69,43;73,94;73,48;72,77
4609;86,798;84,46;85,91;69,43;72,37;73,48;72,77
4610;87,482;85,03;86,99;82,45;73,94;73,48;72,77
4611;87,482;85,03;87,2;82,97;73,94;73,48;72,77
4612;85,99;86,21;87,85;89,35;73,97;75,14;87,31
4613;88,898;86,21;88,14;89,35;73,94;73,48;72,77
4614;88,246;84,46;87,07;69,43;44,85;60,71;65,53
4615;92,172;82,66;75,48;49,97;9,98;18,68;35,1
4616;90,836;76,67;64,37;40,32;0;4,31;5,84
4617;90,044;76,03;64,37;33,19;5,94;4,86;5,96
4618;90,106;76,03;64,37;34,85;0;4,23;5,65
4619;90,106;76,03;64,37;31;6,81;18,68;5,65
4620;90,006;76,03;64,37;35,45;0;4,39;6,15
4621;84,216;76,03;64,37;36,67;0;4,23;35,1
4622;84,036;76,03;64,37;32,42;0;4,39;36
4623;85,444;76,03;64,37;35,65;0;5,57;28,96
4624;92,172;82,66;82,4;69,43;9,43;31,73;35,1
4625;92,006;88,8;87,68;86,6;71,76;73,48;72,77
4626;91,666;89,76;88,49;91,98;73,94;73,48;80,23
4627;92,966;89,6;88,46;90,27;73,94;74,72;72,77
4628;91,054;89,25;88,01;69,43;73,94;73,48;80,23
4629;89,75;86,92;87,34;69,43;44,85;60,71;72,77
4630;86,95;81,04;84,04;59,46;19,15;46,7;51,49
4631;86,224;79,09;83,43;60,98;17,94;38,93;43,42
4632;84,676;79,09;83,43;69,43;35,24;46,63;51,16
4633;84,32;79,09;82,4;69,43;37,49;49,15;52,94
4634;81,888;79,09;83,43;69,43;41,53;60,61;65,1
4635;80,354;79,09;82,4;69,43;73,94;73,48;72,77
4636;82,694;81,04;84,04;90,22;73,94;73,48;72,77
4637;80,354;79,09;82,4;89,29;73,94;73,48;72,77
4638;82,006;76,26;64,38;69,43;25,12;41,08;47,53
4639;89,384;75,99;64,38;48,69;7,5;0;9,02
4640;88,63;75,99;58,49;38,4;0;0;12,79
4641;88,63;75,99;58,49;43,72;0;0;12,79
4642;86,868;75,99;55,92;43,72;0;0;21,6
4643;87,182;75,99;58,49;36,35;0;0;20,03
4644;88,63;75,99;60,52;37,34;7,58;0;12,79
4645;89,672;75,99;58,49;41,57;0;0;7,58
4646;92,35;79,09;60,52;39,78;0;7,58;12,79
4647;88,538;81,04;64,38;64,12;22,16;46,63;43,55
4648;89,882;87,03;82,4;88,52;73,94;73,48;72,77
4649;88,998;89,73;88,01;94,3;97,38;94,3;93,39
4650;94,198;94,6;89,41;95,26;101,37;98,67;96,61
4651;96,922;96,96;89,77;96,01;101,37;99,92;97,15
4652;97,576;97,38;90,03;95,26;100,77;97,67;96,4
4653;94,842;94,6;88,31;94,3;98,29;94,53;93,39
4654;88,914;89,66;87,21;93,35;95,22;94,3;93,39
4655;87,93;88,84;86,4;91,13;88,99;88,25;93,39
4656;88,102;88,88;85,92;89,54;82,67;76,97;92,77
4657;88,286;88,88;83,18;88,29;82,67;76,97;91,85
4658;89;88,57;83,37;82,45;78,85;76,97;86,42
4659;90,176;89,55;82,7;82,45;82,33;76,97;86,42
4660;93,272;93,29;78,03;84,58;88,87;88,47;93,38
4661;97,714;96,89;75,48;69,44;88,31;73,48;92,77
4662;102,29;97,37;64,38;69,44;73,94;73,48;72,77
4663;101,462;96,68;61,8;45,96;31,78;45,33;72,77
4664;110,314;93,39;58,46;17,82;12,97;14,31;8,77
4665;107,514;91,29;64,38;16,9;14,47;18,43;10,17
4666;106,158;89,68;61,8;13,09;12,22;12,66;7,29
4667;106,002;89,55;64,38;8,1;14,47;18,63;7,29
4668;106,124;89,7;63,01;8,1;9,82;11,01;7,58
4669;106,23;89,74;64,38;10,53;8,48;7,05;7,29
4670;106,434;89,91;61,8;8,1;7,73;7,58;7,29
4671;111,256;94,09;64,38;18,88;19,1;11,01;8,26
4672;103,07;98,02;65,17;69,44;58,97;60,53;72,77
4673;101,612;100,24;87,37;89,54;95,32;94,3;93,38
4674;106,508;104,32;88,31;92,7;98,62;94,78;93,38
4675;102,682;101,21;88,57;92,7;98,62;94,53;93,85
4676;101,588;100,22;88,44;92,05;95,7;94,3;93,38
4677;97,724;97;87,35;90,72;88,87;85,1;93,38
4678;95,728;93,39;85,92;73,92;73,94;73,48;81,7
4679;94,276;91,45;83,43;69,44;73,94;73,48;77,32
4680;93,516;90,7;82,41;69,44;73,94;73,48;76,62
4681;92,628;89,81;82,41;69,44;72,8;73,48;75,72
4682;93,218;89,81;82,41;69,44;71,49;73,48;72,77
4683;94,286;90,7;83,38;67,34;73,94;73,48;72,77
4684;94,898;94,36;87,53;67,34;63,37;73,48;91,67
4685;101,8;97,14;88,46;68,63;52,37;67,59;73,84
4686;102,29;97,37;88,02;49,33;28,66;36,75;72,77
4687;106,688;96,18;82,3;35,17;0;0;43,64
4688;113,232;94,36;75,25;0;0;0;0
4689;110,004;91,67;68,48;0;0;0;0
4690;107,856;89,88;64,39;0;0;0;0
4691;106,704;88,92;64,39;0;0;0;0
4692;107,664;89,72;64,39;0;0;0;0
4693;107,856;89,88;64,39;0;0;0;0
4694;107,856;89,88;64,39;0;0;0;0
4695;110,172;91,81;64,39;0;0;0;0
4696;109,336;96,94;83,38;0;0;0;34,96
4697;105,016;99,21;88,15;66,05;17,87;40,33;70,18
4698;104,498;99,21;89,23;69,44;58,09;46,5;72,77
4699;104,498;99,21;88,68;69,44;53,23;68,6;72,77
4700;102,77;97,77;88,67;69,44;37,17;58,42;72,77
4701;97,562;93,43;87,53;63,11;24,07;45,17;72,77
4702;98,26;91,34;86,4;57,79;21,67;36,75;56,74
4703;97,282;89,59;83,38;54,47;0;32,55;51,13
4704;97,384;89,78;85,81;57,06;14,51;26,33;51,76
4705;98,572;90,77;84,62;52,52;12,74;21,33;51,76
4706;97,37;89,63;83,38;51,82;10,96;20,33;50,93
4707;98,168;90,75;84,62;61,09;18,55;32,32;53,66
4708;100,31;95,72;88,15;69,49;25,18;36,38;72,77
4709;109,496;99,71;88,46;89,57;17,18;31,51;50,78
4710;119,784;99,82;87,66;69,44;0;0;0
4711;116,376;96,98;83,38;59,07;0;0;0
4712;112,164;93,47;64,39;56,42;0;0;0
4713;110,868;92,39;64,39;49,98;0;0;0
4714;108,396;90,33;64,39;51,02;0;0;0
4715;107,904;89,92;64,39;49,06;0;0;0
4716;107,904;89,92;64,39;57,06;0;0;0
4717;108,516;90,43;64,39;48,82;0;0;0
4718;112,056;93,38;64,39;57,06;0;0;0
4719;116,376;96,98;87,8;69,44;17,84;6,33;0
4720;108,222;100,99;89,78;92,21;53,38;46,41;64,83
4721;110,572;107,42;94,17;94,38;73,94;74,52;91,66
4722;113,54;110,18;98,33;96,18;95,22;94,3;93,38
4723;112,748;109,52;95,76;96,05;96,47;94,3;93,38
4724;103,04;101,43;92,11;93,84;90,68;89,81;93,38
4725;99,508;96,22;88,61;89,77;73,94;73,48;79,78
4726;94,416;89,76;83,38;69,44;57,97;60,33;66,48
4727;99,44;88,12;75,93;64,69;17,84;46,41;31,52
4728;99,336;82,78;64,39;54,47;0;0;0
4729;97,224;81,02;64,39;0;0;0;0
4730;97,224;81,02;64,39;0;0;0;0
4731;99,336;82,78;64,39;0;0;0;0
4732;105,684;88,07;64,39;44,8;0;0;0
4733;108,444;90,37;77,97;54,47;0;0;0
4734;108,036;90,03;64,39;11,4;0;0;0
4735;105,816;88,18;55,61;0;0;0;0
4736;102,408;85,34;42,2;0;0;0;0
4737;99,336;82,78;38,58;0;0;0;0
4738;94,884;79,07;23,36;0;0;0;0
4739;94,884;79,07;22,31;0;0;0;0
4740;94,884;79,07;24,33;0;0;0;0
4741;92,52;77,1;19,12;0;0;0;0
4742;97,224;81,02;27,17;0;0;0;0
4743;105,732;88,11;63,9;0;0;0;0
4744;107,868;89,89;75,91;7,58;0;0;0
4745;112,212;93,51;87,18;69,44;31,15;38,52;0
4746;110,696;93,51;87,36;69,44;57,85;46,31;7,58
4747;109,76;92,73;87,36;69,44;53,17;46,31;7,58
4748;104,192;91,42;86,81;69,44;52,28;48,66;27,56
4749;103,208;87,27;83,38;69,44;45,88;46,31;7,58
4750;99,552;82,96;80,29;48,78;29,07;30,29;0
4751;94,884;79,07;64,39;48,78;14,79;21,41;0
4752;93,228;77,69;64,4;48,7;0;31,43;0
4753;91,98;76,65;64,4;19,48;0;0;0
4754;89,256;77,69;64,4;48,7;0;18,47;19,86
4755;90,912;79,07;64,4;48,7;0;22,19;19,86
4756;94,416;83,75;64,4;48,7;11,53;18,47;30,42
4757;101,628;84,69;64,4;34,09;0;0;0
4758;99,468;82,89;45,04;0;0;0;0
4759;96,768;80,64;36,04;0;0;0;0
4760;94,884;79,07;22,8;0;0;0;0
4761;94,884;79,07;20,6;0;0;0;0
4762;90,996;75,83;20,6;0;0;0;0
4763;90,996;75,83;18,39;0;0;0;0
4764;90,996;75,83;0;0;0;0;0
4765;90,996;75,83;0;0;0;0;0
4766;90,996;75,83;0;0;0;0;0
4767;90,996;75,83;11,77;0;0;0;0
4768;94,884;79,07;31,63;0;0;0;0
4769;104,592;87,16;40,84;0;0;0;0
4770;106,476;88,73;64,4;0;0;0;0
4771;104,736;87,28;64,4;0;0;0;0
4772;106,308;88,59;64,4;0;0;0;0
4773;97,212;81,01;64,4;0;0;0;0
4774;91,14;75,95;64,4;0;0;0;0
4775;90,996;75,83;59,93;0;0;0;0
4776;90,96;75,8;61,29;0;0;0;0
4777;90,96;75,8;64,4;0;0;0;0
4778;90,96;75,8;64,4;7,58;0;0;0
4779;89,132;75,8;64,4;28,79;0;0;9,14
4780;86,094;79,06;77,1;63,17;19,04;46,88;43,89
4781;85,206;79,06;83,39;52,28;20,99;37,14;48,33
4782;91,86;76,55;64,4;21,2;0;0;0
4783;90,96;75,8;64,4;0;0;0;0
4784;90,96;75,8;45,32;0;0;0;0
4785;89,592;74,66;40,79;0;0;0;0
4786;87,816;73,18;37,73;0;0;0;0
4787;87,816;73,18;30,6;0;0;0;0
4788;87,768;73,14;26,61;0;0;0;0
4789;86,676;72,23;27,89;0;0;0;0
4790;86,676;72,23;30,4;0;0;0;0
4791;87,768;73,14;30,6;0;0;0;0
4792;90,96;75,8;56,63;0;0;0;0
4793;87,856;79,06;64,4;48,6;10,7;26,35;35,08
4794;86,952;81,3;81,61;69,45;44,23;46,03;53,04
4795;85,662;79,06;77,97;66,77;12,36;36,91;46,05
4796;92,508;77,09;64,4;26,9;0;0;0
4797;90,96;75,8;64,4;0;0;0;0
4798;90,204;75,17;51,56;0;0;0;0
4799;86,676;72,23;42,15;0;0;0;0
4800;84,276;70,23;44,32;0;0;0;0
4801;83,184;69,32;46,04;0;0;0;0
4802;83,1;69,25;40,75;0;0;0;0
4803;83,1;69,25;47,1;0;0;0;0
4804;84,276;70,23;44,79;0;0;0;0
4805;84,276;70,23;39,81;0;0;0;0
4806;63,048;52,54;0;0;0;0;0
4807;0;0;0;0;0;0;0
4808;0;0;0;-1;0;0;0
4809;0;0;0;0;0;0;0
4810;0;0;0;0;0;0;0
4811;0;0;0;0;0;0;0
4812;0;0;0;0;0;0;0
4813;0;0;0;0;0;0;0
4814;0;0;0;0;0;0;0
4815;0;0;0;0;0;0;0
4816;81,708;68,09;0;0;0;0;0
4817;90,912;75,76;0;0;0;0;0
4818;97,212;81,01;58,22;0;0;0;0
4819;100,416;83,68;64,41;26,71;0;0;0
